"","rmax","topt","ctmin","ctmax","e","eh","q10","thermal_safety_margin","thermal_tolerance","breadth","skewness","orginalID"
"46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"46"
"47",9.54367901574364,15.661,-5.977,31.386,0.608757547671695,1.65184688074752,NA,15.725,37.363,9.627,-1.04308933307582,"47"
"48",3.09191238747908,13.569,3.381,22.517,1.33396025548516,2.93810316808184,NA,8.948,19.136,9.714,-1.60414291259669,"48"
"49",6.16307025830312,17.166,-10.207,Inf,0.555889240081706,0.241863072242997,NA,Inf,Inf,16.498,0.31402616783871,"49"
"50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"50"
"51",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51"
"52",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"52"
"53",1.1304351223567e-05,19.5140857,-4.0509143,Inf,0.587996373345314,NA,2.37970458821915,Inf,Inf,16.639,NA,"53"
"54",8.32007814232866e-06,20.2240793,-4.3289207,Inf,0.457771131678782,NA,1.935498815857,Inf,Inf,18.254,NA,"54"
"55",1.08618842808623e-05,16.9877963,-4.3552037,Inf,0.54444540212641,NA,2.23768870433568,Inf,Inf,20.224,NA,"55"
"56",8.89794082411527e-06,21.070472,-3.90352799999999,51.195472,0.508630205833085,NA,2.07718901698532,30.125,55.099,13.528,NA,"56"
"57",1.04210438010379e-05,20.8767866,-3.26221339999999,68.0757866,0.566512793587737,NA,2.24793417410806,47.199,71.338,13.48,NA,"57"
"58",1.34965040575416e-05,22.435519,-3.304481,63.448519,0.528203308194416,NA,2.12823601804859,41.013,66.753,13.497,NA,"58"
"59",1.8169506207127e-06,18.7090543,-5.9169457,43.6090543,0.499132942354906,0.609985403910215,2.08355892770454,24.9,49.526,12.366,-0.110852461555309,"59"
"60",9.24555420129608e-06,22.1136265,-3.4463735,Inf,0.547111347283504,NA,2.18861300773748,Inf,Inf,13.692,NA,"60"
"61",1.63328889312649e-06,16.5830512,10.0280512,23.9420512,0.693859964700778,NA,2.76015727254766,7.359,13.914,7.332,NA,"61"
"62",6.15348106726242e-06,16.6723813,-1.4766187,72.6543813,0.611306646742898,NA,2.4556285602753,55.982,74.131,14.544,NA,"62"
"63",6.35683072609985e-06,22.172924,-8.748076,31.880924,0.397083839025811,NA,1.76482300951941,9.708,40.629,23.193,NA,"63"
"64",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"64"
"65",7.9539303984035e-06,17.2218666,-6.6761334,Inf,0.650342005859946,0.105962934046587,2.64783998592552,Inf,Inf,21.561,0.544379071813359,"65"
"66",6.83623254251039e-06,17.6905215,-8.1284785,52.8985215,0.340287864390439,NA,1.64675417775379,35.208,61.027,20.649,NA,"66"
"67",7.14974856448701e-06,18.5568723,-0.3811277,30.1218723,0.764876032860055,NA,3.18382804155026,11.565,30.503,21.147,NA,"67"
"68",7.74744847303087e-06,14.9928225,-4.9461775,36.0488225,0.775727864847468,0.64396116981061,3.24690087021252,21.056,40.995,17.921,0.131766695036859,"68"
"69",6.07876137952492e-06,16.289499,-2.692501,38.423499,0.453315658407261,NA,1.93984482193214,22.134,41.116,22.385,NA,"69"
"70",9.03193374297796e-06,17.4141831,-4.6048169,61.6031831,0.907773663677889,NA,3.89103770015868,44.189,66.208,15.185,NA,"70"
"71",5.89255255424875e-06,13.2519576,-4.7200424,Inf,0.722392550820406,0.274259606600242,2.95583245676737,Inf,Inf,14.979,0.448132944220164,"71"
"72",7.14303172118554e-06,21.823713,-4.198287,50.912713,0.363648735202585,NA,1.68959749885999,29.089,55.111,18.201,NA,"72"
"73",1.85914662965238e-07,19.0845124,-2.1804876,24.3785124,0.220080466725003,NA,1.36873448478614,5.294,26.559,7.774,NA,"73"
"74",6.9578417950532e-06,17.2051213,-5.8428787,67.6771213,0.382340860641797,NA,1.75373598511042,50.472,73.52,24.873,NA,"74"
"75",4.83529160473301e-06,12.8055164,-4.9264836,55.4335164,1.07074800015151,0.378437827126171,5.21444145615306,42.628,60.36,16.689,0.692310173025338,"75"
"76",4.90934019158385e-06,27.377,-2.255,49.577,0.338540611367026,0.603041863518603,1.59230027576991,22.2,51.832,22.91,-0.264501252151578,"76"
"77",5.82232988264247e-06,28.756,-14.982,56.809,0.107690000278591,0.555962189016612,1.15626163310084,28.053,71.791,16.041,-0.448272188738021,"77"
"78",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"78"
"79",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"79"
"80",0.000222055486656216,24.88212,-7.52888,51.79112,0.364038229586944,0.408653067420487,1.67533366177263,26.909,59.32,22.115,-0.044614837833543,"80"
"81",0.000300537215871964,32.0462066,-4.9807934,48.7042066,0.354038639283173,NA,1.62853825190081,16.658,53.685,22.426,NA,"81"
"82",7.41472477449924e-06,22.504186,14.216186,40.957186,NA,0.88732469975324,NA,18.453,26.741,12.914,NA,"82"
"83",9.20571601548661e-06,24.874333,1.59033299999999,50.511333,NA,0.82254675602428,NA,25.637,48.921,9.786,NA,"83"
"84",3.80815605162853e-06,21.216429,-35.152571,50.256429,0.141379234427296,0.765706561914943,1.21576279263502,29.04,85.409,15.856,-0.624327327487647,"84"
"85",2.61129052962401e-06,19.65602287,-2.81997713,Inf,0.221974895846542,NA,1.38080610813766,Inf,Inf,16.344,NA,"85"
"86",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"86"
"87",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87"
"88",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"88"
"89",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"89"
"90",5.73734046606445e-06,23.565,15.677,32.899,NA,-0.0448891120648655,NA,9.334,17.222,9.571,NA,"90"
"91",7.95775367571003e-06,25.15,14.436,32.356,-0.0925475204728736,NA,0.880233759767159,7.206,17.92,9.253,NA,"91"
"92",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"92"
"93",5.26113767499117e-06,25.273,-Inf,38.568,0.263693097155074,NA,1.42705453403732,13.295,Inf,11.82,NA,"93"
"94",3.93434427848206e-06,24.133,12.728,35.253,0.0894767541705574,NA,1.12562824525359,11.12,22.525,8.1,NA,"94"
"95",5.01022447386593e-06,25.894,-Inf,35.049,-0.186356792105621,NA,0.778198804842464,9.155,Inf,11.538,NA,"95"
"96",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"96"
"97",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"97"
"98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"98"
"99",0.000303148029402161,23.661,14.964,33.683,NA,0.180029358009804,NA,10.022,18.719,8.97,NA,"99"
"100",5.42411795038091e-05,22.305,12.702,49.113,NA,-0.079562601142931,NA,26.808,36.411,8.523,NA,"100"
"101",9.26328700145888e-05,22.918,15.277,34.534,NA,-0.0484876608891419,NA,11.616,19.257,8.786,NA,"101"
"102",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"102"
"103",7.67454133979401e-05,22.648,13.703,39.245,NA,0.248241534273473,NA,16.597,25.542,7.904,NA,"103"
"104",7.74894756069616e-05,27.122,-Inf,34.021,0.0633068117693637,NA,1.08632611974376,6.899,Inf,11.216,NA,"104"
"105",7.6743940803814e-05,27.198,10.146,32.363,0.0783098022881784,NA,1.11085097887169,5.165,22.217,6.506,NA,"105"
"106",5.1169463603801e-06,45.44968,4.56368,Inf,0.413865194089043,NA,1.6650634248006,Inf,Inf,6.681,NA,"106"
"107",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"107"
"108",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"108"
"109",1.59849278856706e-05,24.817,-19.306,67.618,0.377881342246767,0.248864921943946,1.69311628255454,42.801,86.924,16.482,0.12901642030282,"109"
"110",3.08359196297992e-05,21.0578503,-13.9251497,64.3758503,0.274934124037951,0.262829604974683,1.47436616464498,43.318,78.301,19.318,0.0121045190632689,"110"
"111",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"111"
"112",2.45737437544296e-05,22.160588,-7.680412,46.538588,0.350965952402549,0.748362446378757,1.63705919157298,24.378,54.219,15.993,-0.397396493976207,"112"
"113",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"113"
"114",2.09063303756355e-05,22.779607,-7.323393,51.388607,0.350458984722337,0.34017568767283,1.63474564702425,28.609,58.712,16.56,0.0102832970495074,"114"
"115",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"115"
"116",2.86877843069515e-05,26.165485,1.839485,51.252485,0.171040705616483,0.561633823026767,1.26286015315445,25.087,49.413,24.574,-0.390593117410284,"116"
"117",3.7132027698324e-05,33.027182,-5.334818,56.499182,0.18949126989728,0.446438731478807,1.28927161689929,23.472,61.834,27.153,-0.256947461581527,"117"
"118",4.87277326397854e-05,37.981939,-14.628061,62.686939,0.173164155448758,0.351672142125486,1.25293151290541,24.705,77.315,24.495,-0.178507986676728,"118"
"119",1.4490008666365e-05,31.377,22.76,43.749,NA,0.50595500043274,NA,12.372,20.989,12.593,NA,"119"
"120",1.57858753706484e-05,31.969,20.82,47.544,NA,0.281045919973349,NA,15.575,26.724,11.583,NA,"120"
"121",1.16861735597455e-05,35.48,-Inf,51.885,0.00555931034158587,NA,1.00671145245705,16.405,Inf,16.649,NA,"121"
"122",1.55516231416676e-05,32.514,21.838,51.263,NA,0.363574863033029,NA,18.749,29.425,15.678,NA,"122"
"123",1.44858972824204e-05,41.66,-Inf,48.22,-0.0519103303271221,NA,0.935752291085707,6.56,Inf,19.579,NA,"123"
"124",9.91507419941076e-06,45,9.725,Inf,-0.261936538703863,NA,0.722673677494705,Inf,Inf,14.538,NA,"124"
"125",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"125"
"126",1.43022186705828e-05,33.557,23.106,51.555,NA,-0.128192311411066,NA,17.998,28.449,14.026,NA,"126"
"127",1.40125145530934e-05,33.228,19.276,56.767,NA,0.433179482938787,NA,23.539,37.491,12.213,NA,"127"
"128",1.04170889678746e-05,28.048,21.794,75.998,NA,0.272037928989109,NA,47.95,54.204,9.105,NA,"128"
"129",1.48964249632951e-05,30.72,21.394,57.557,NA,0.346477883455571,NA,26.837,36.163,13.188,NA,"129"
"130",1.956352175385e-05,31.182,20.639,71.898,NA,0.212424555672866,NA,40.716,51.259,12.669,NA,"130"
"131",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"131"
"132",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"132"
"133",8.24535220437771e-06,16.168,9.878,22.172,0.977712026858479,NA,4.03756142404064,6.004,12.294,5.885,NA,"133"
"134",-2.41955392629175e-07,5,5,5,NA,-0.452049641682763,NA,0,0,-Inf,NA,"134"
"135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"135"
"136",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"136"
"137",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"137"
"138",3.41663722342903e-05,37.532051,2.683051,54.082051,0.322552442593947,0.863181881018352,1.50312133492715,16.55,51.399,14.104,-0.540629438424405,"138"
"139",5.50078782058368e-05,32.201474,-10.462526,51.801474,0.237197548440988,0.8238123256208,1.3566670060002,19.6,62.264,13.642,-0.586614777179812,"139"
"140",6.72185906246533e-05,40.507317,4.345317,55.328317,0.102563850974962,1.29570836522997,1.13452330646524,14.821,50.983,13.512,-1.19314451425501,"140"
"141",4.43608901411296e-06,28.509516,0.403515999999996,32.014516,0.447217890646189,5.6966844686498,1.84715442071814,3.505,31.611,12.715,-5.24946657800361,"143"
"142",0.0302712122281224,28.131,-23.245,43.219,0.382148241178393,NA,1.69554836089299,15.088,66.464,10.959,NA,"144"
"143",0.00511821842438513,30.851,-21.533,50.809,0.310557597047522,NA,1.52213273637913,19.958,72.342,12.287,NA,"145"
"144",0.0214638633860742,29.681,-0.781999999999996,Inf,0.353103381419479,NA,1.62638421481155,Inf,Inf,16.999,NA,"146"
"145",0.0070109467572324,30.623,-1.717,39.307,0.338882364062638,NA,1.57831961066411,8.684,41.024,12.029,NA,"147"
"146",0.0344356676388425,34.365,4.844,47.376,0.537716959312785,NA,2.05186355807937,13.011,42.532,11.928,NA,"148"
"147",0.00192876364416234,38.364,9.997,41.609,0.668598765085639,NA,2.37078104201264,3.245,31.612,4.75,NA,"149"
"148",4.25854872991735e-06,54.265781,1.949781,Inf,0.32248797193552,NA,1.4787626447337,Inf,Inf,12.166,NA,"150"
"149",4.15129219425342e-06,54.830553,4.932553,Inf,0.315990692641964,NA,1.45996860514196,Inf,Inf,14.035,NA,"151"
"150",1.41335575238373e-05,44.0606397,-2.8513603,72.8166397,0.439991306856524,0.496279918296252,1.73977680778397,28.756,75.668,14.118,-0.0562886114397277,"152"
"151",1.43187543093567e-05,45.7341864,-7.3738136,64.3891864,0.399009707748745,NA,1.64836814333466,18.655,71.763,12.318,NA,"153"
"152",1.80447389582559e-05,45.787791,2.763791,59.287791,0.501175346095803,1.51434975406731,1.85110175318448,13.5,56.524,9.367,-1.01317440797151,"154"
"153",1.89748652544537e-05,46.417353,1.87635299999999,59.507353,0.513050970593892,NA,1.89026980866335,13.09,57.631,8.617,NA,"155"
"154",3.15722704491891e-05,41.067606,1.355606,76.396606,0.540160322933024,0.487389685924699,1.99902184644654,35.329,75.041,14.213,0.0527706370083254,"156"
"155",3.16670720215246e-05,40.0307194,3.7677194,78.2997194,0.515262462026922,0.555227302095529,1.92452636981006,38.269,74.532,14.044,-0.0399648400686073,"157"
"156",0.000112596128938167,23.2515406,-11.7954594,57.4765406,0.402948419467425,0.441353667247073,1.76266464791063,34.225,69.272,14.891,-0.0384052477796482,"174"
"157",7.19571371995986e-05,22.6842366,-6.0027634,57.9042366,0.355099841409439,0.286648067124753,1.64869017165603,35.22,63.907,19.338,0.0684517742846855,"175"
"158",4.29717480651085e-05,22.0685357,-11.7554643,49.7455357,0.329661492253326,0.558988273405467,1.59010728402913,27.677,61.501,15.567,-0.229326781152141,"176"
"159",6.52782352147199e-05,23.119607,-4.301393,49.284607,0.309615469270627,0.41357966481479,1.54508554026329,26.165,53.586,19.471,-0.103964195544163,"177"
"160",7.07031441587538e-05,21.3415047,-9.6184953,52.3385047,0.304280671190327,0.438548865900682,1.53577913236778,30.997,61.957,17.853,-0.134268194710355,"178"
"161",9.49331401504749e-05,25.187095,-16.712905,51.248095,0.265022998183106,NA,1.44225246240908,26.061,67.961,17.208,NA,"179"
"162",6.39093667386509e-05,21.8241567,-16.7418433,50.7181567,0.277334342891649,0.555079762333762,1.47839576546172,28.894,67.46,16.511,-0.277745419442114,"180"
"163",6.04866617450575e-05,22.469245,-18.421755,61.125245,0.3155377012276,0.392803217284269,1.559888463989,38.656,79.547,16.681,-0.0772655160566683,"181"
"164",8.3920284406996e-05,22.7692366,-3.3527634,50.5432366,0.460888015114537,0.615363943440529,1.90966887245138,27.774,53.896,13.896,-0.154475928325992,"182"
"165",5.67409131435902e-05,21.5169863,-6.57701369999999,48.2109863,0.270398540106951,0.535223312453795,1.46311470875668,26.694,54.788,18.56,-0.264824772346844,"183"
"166",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"184"
"167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"185"
"168",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"186"
"169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"187"
"170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"188"
"171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"189"
"172",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"190"
"173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"191"
