ID,sharpschoolhigh_1981,sharpschoollow_1981,sharpschoolfull_1981,best_model
Atk336,-1489.952313,-1489.952313,-1512.194715,sharpschoolhigh_1981
Atk337,-1133.779341,-1095.246169,-1224.039435,sharpschoollow_1981
Atk338,-1525.853389,-1519.095359,-1531.234641,sharpschoollow_1981
Atk339,-1480.537263,-1476.604572,-1485.931277,sharpschoollow_1981
Atk34,-1386.908946,-1347.416257,-1476.005951,sharpschoollow_1981
Atk340,-1474.217175,-1474.198613,-1479.706149,sharpschoollow_1981
Atk341,-1196.07591,-1196.065352,-1193.811299,sharpschoolfull_1981
Atk342,-1192.619064,-1192.297583,-1189.607386,sharpschoolfull_1981
Atk343,-1367.612079,-1367.580597,-1366.125059,sharpschoolfull_1981
Atk344,-1288.448124,-1288.448124,-1285.122499,sharpschoolfull_1981
Atk345,-1365.134788,-1363.913136,-1363.202397,sharpschoolfull_1981
Atk346,-1232.698644,-1232.630567,-1233.260802,sharpschoollow_1981
Atk347,-1233.846184,-1233.406733,-1233.268865,sharpschoolfull_1981
Atk348,-1191.404042,-1190.192076,-1189.403169,sharpschoolfull_1981
Atk349,-1230.053252,-1227.819716,-1229.604758,sharpschoollow_1981
Atk35,-1376.393345,-1366.806355,-1531.768911,sharpschoollow_1981
Atk350,-1394.383264,-1386.781327,-1391.592608,sharpschoollow_1981
Atk351,-1120.576842,-1120.576843,-1116.594076,sharpschoolfull_1981
Atk352,-992.8282793,-992.826245,-988.8848632,sharpschoolfull_1981
Atk353,-767.8131366,-767.8150682,-763.8939469,sharpschoolfull_1981
Atk354,-987.567298,-987.5024604,-984.1240999,sharpschoolfull_1981
Atk355,-1266.551995,-1266.462213,-1263.534969,sharpschoolfull_1981
Atk356,-1339.777779,-1339.777779,-1409.361133,sharpschoolhigh_1981
Atk357,-1294.129414,-1294.129414,-1292.720238,sharpschoolfull_1981
Atk358,NULL,-1213.220278,NULL,sharpschoollow_1981
Atk359,-1551.54699,-1551.54699,-1551.125043,sharpschoolfull_1981
Atk36,-1381.423375,-1263.72411,-1443.737363,sharpschoollow_1981
Atk360,-1263.831842,-1263.833829,-1262.070784,sharpschoolfull_1981
Atk361,-1176.063045,-1176.060985,-1173.425731,sharpschoolfull_1981
Atk362,-1483.106045,-1483.106045,-1494.888744,sharpschoolhigh_1981
Atk363,-1320.796416,-1315.079538,-1323.382178,sharpschoollow_1981
Atk364,-1509.691233,-1490.663786,-1519.895917,sharpschoollow_1981
Atk365,-1246.120245,-1246.120503,-1244.138775,sharpschoolfull_1981
Atk366,-1347.455715,-1347.413892,-1375.331239,sharpschoollow_1981
Atk367,-1270.791041,-1270.791041,-1266.966354,sharpschoolfull_1981
Atk368,-1304.284531,-1304.284531,-1301.4732,sharpschoolfull_1981
Atk369,-1254.615422,-1254.615422,-1251.086496,sharpschoolfull_1981
Atk37,-1388.531418,-1328.868106,-1524.254377,sharpschoollow_1981
Atk370,-1341.927251,-1341.934926,-1338.616934,sharpschoolfull_1981
Atk371,-1261.262649,-1249.857011,-1266.074378,sharpschoollow_1981
Atk372,-1415.333543,-1415.324918,-1415.462201,sharpschoollow_1981
Atk373,NULL,-1223.322677,NULL,sharpschoollow_1981
Atk374,-1332.080867,-1332.080867,-1329.819453,sharpschoolfull_1981
Atk375,-1337.640188,-1337.640188,-1340.311864,sharpschoolhigh_1981
Atk376,-1240.774308,-1240.774308,-1237.973004,sharpschoolfull_1981
Atk377,-1616.371018,-1616.371018,-1704.850825,sharpschoolhigh_1981
Atk378,-1366.357874,-1366.357877,-1371.049591,sharpschoolhigh_1981
Atk379,-1134.401759,-1134.401759,-1131.794677,sharpschoolfull_1981
Atk38,-1434.302827,-1433.77009,-1450.401603,sharpschoollow_1981
Atk380,-1244.94491,-1244.94491,-1245.42059,sharpschoolhigh_1981
Atk381,NULL,-1134.759261,NULL,sharpschoollow_1981
Atk382,-1339.173088,-1339.173088,-1339.796563,sharpschoolhigh_1981
Atk383,-1434.465089,-1427.61106,-1507.223636,sharpschoollow_1981
Atk384,-1277.913568,-1277.976179,-1274.747815,sharpschoolfull_1981
Atk385,-1483.025423,-1483.025423,-1524.03228,sharpschoolhigh_1981
Atk386,NULL,-1149.988397,NULL,sharpschoollow_1981
Atk387,-1381.736747,-1381.736747,-1380.91049,sharpschoolfull_1981
Atk388,-1170.181166,-1170.195162,-1166.856569,sharpschoolfull_1981
Atk389,-1392.44531,-1392.44706,-1390.174889,sharpschoolfull_1981
Atk39,-1524.658985,-1521.627279,-1542.893859,sharpschoollow_1981
Atk390,NULL,-1150.188943,NULL,sharpschoollow_1981
Atk391,-1278.422613,-1278.422616,-1276.857523,sharpschoolfull_1981
Atk392,NULL,-1212.116547,NULL,sharpschoollow_1981
Atk393,-1288.926248,-1288.926248,-1287.43867,sharpschoolfull_1981
Atk394,-1296.98954,-1296.98954,-1293.95231,sharpschoolfull_1981
Atk395,-1282.372872,-1282.372872,-1278.620035,sharpschoolfull_1981
Atk396,-1368.832897,-1368.832897,-1368.069252,sharpschoolfull_1981
Atk397,-1127.610138,-1127.610138,-1123.864492,sharpschoolfull_1981
Atk398,NULL,-1151.380081,NULL,sharpschoollow_1981
Atk399,-1138.337377,-1137.934037,-1134.503301,sharpschoolfull_1981
Atk4,-1349.406823,-1349.406823,-1365.39725,sharpschoolhigh_1981
Atk40,-1627.970246,-1627.970246,-1641.206404,sharpschoolhigh_1981
Atk400,-1261.04626,-1261.04626,-1275.449608,sharpschoolhigh_1981
Atk401,-1200.185707,-1200.204257,-1198.12578,sharpschoolfull_1981
Atk402,-1234.005909,-1234.005909,-1230.55378,sharpschoolfull_1981
Atk403,-1264.26393,-1264.26393,-1261.236299,sharpschoolfull_1981
Atk404,NULL,-1289.017843,NULL,sharpschoollow_1981
Atk405,NULL,-1230.635619,NULL,sharpschoollow_1981
Atk406,NULL,-1203.943536,NULL,sharpschoollow_1981
Atk407,NULL,-1306.639238,NULL,sharpschoollow_1981
Atk408,-1247.301992,-1247.301992,-1244.214863,sharpschoolfull_1981
Atk409,-1345.182654,-1332.714705,-1377.137027,sharpschoollow_1981
Atk41,-1528.259798,-1526.278781,-1546.482677,sharpschoollow_1981
Atk410,-1310.175962,-1310.175962,-1306.419428,sharpschoolfull_1981
Atk411,-1304.45212,-1304.45212,-1300.926154,sharpschoolfull_1981
Atk412,-1218.269644,-1218.269644,-1214.513162,sharpschoolfull_1981
Atk413,-1348.517648,-1348.517648,-1345.912107,sharpschoolfull_1981
Atk414,-1220.354056,-1220.354624,-1216.446633,sharpschoolfull_1981
Atk415,NULL,-1237.742579,NULL,sharpschoollow_1981
Atk416,-1186.846616,-1186.846616,-1183.100866,sharpschoolfull_1981
Atk417,-1299.636205,-1299.636225,-1295.873089,sharpschoolfull_1981
Atk418,NULL,-1313.160806,NULL,sharpschoollow_1981
Atk419,NULL,-1256.107639,NULL,sharpschoollow_1981
Atk42,-1521.117802,-1486.373516,-1700.62167,sharpschoollow_1981
Atk420,NULL,-1188.67232,NULL,sharpschoollow_1981
Atk421,NULL,-1227.772437,NULL,sharpschoollow_1981
Atk422,NULL,-1178.968333,NULL,sharpschoollow_1981
Atk423,-1204.219957,-1204.21996,-1200.44496,sharpschoolfull_1981
Atk424,NULL,-1188.734857,NULL,sharpschoollow_1981
Atk425,-1312.38956,-1312.38961,-1309.202769,sharpschoolfull_1981
Atk426,-1236.920427,-1236.920427,-1233.346311,sharpschoolfull_1981
Atk427,-1249.537252,-1249.537252,-1245.759809,sharpschoolfull_1981
Atk428,-1136.211107,-1136.221093,-1132.308839,sharpschoolfull_1981
Atk429,-1388.486199,-1164.557043,-1318.635485,sharpschoollow_1981
Atk43,-1607.21723,-1567.80578,-1748.866139,sharpschoollow_1981
Atk430,-1183.186888,-1183.188975,-1179.192434,sharpschoolfull_1981
Atk431,-1229.92354,-1229.925984,-1226.361531,sharpschoolfull_1981
Atk432,-1282.717783,-1282.755242,-1279.315564,sharpschoolfull_1981
Atk433,-1167.523449,-1167.513099,-1163.615886,sharpschoolfull_1981
Atk434,-1206.655665,-1206.659639,-1202.657642,sharpschoolfull_1981
Atk435,-1233.598494,-1233.520892,-1229.674178,sharpschoolfull_1981
Atk436,-1134.856046,-1134.856046,-1131.177858,sharpschoolfull_1981
Atk437,-1182.999947,-1182.999994,-1179.005816,sharpschoolfull_1981
Atk438,-1114.059218,-1114.059875,-1111.372007,sharpschoolfull_1981
Atk439,NULL,-1243.891195,NULL,sharpschoollow_1981
Atk44,-1495.062228,-1467.78584,-1645.543198,sharpschoollow_1981
Atk440,-1298.976103,-1298.976103,-1295.377074,sharpschoolfull_1981
Atk441,NULL,-1540.676556,NULL,sharpschoollow_1981
Atk442,NULL,-1289.928651,NULL,sharpschoollow_1981
Atk443,-1124.075704,-1123.952978,-1121.112194,sharpschoolfull_1981
Atk444,-1157.519531,-1157.520213,-1153.633292,sharpschoolfull_1981
Atk445,-1161.883386,-1161.883386,-1157.89002,sharpschoolfull_1981
Atk446,-1193.963948,-1193.962078,-1190.377262,sharpschoolfull_1981
Atk447,-1080.073042,-1080.072914,-1076.535753,sharpschoolfull_1981
Atk448,-1216.420892,-1216.420892,-1213.326081,sharpschoolfull_1981
Atk449,-1176.154479,-1175.544563,-1172.755561,sharpschoolfull_1981
Atk45,-1793.061954,-1653.256334,-1870.622821,sharpschoollow_1981
Atk450,-1118.043972,-1117.896282,-1114.12149,sharpschoolfull_1981
Atk451,-1225.664353,-1225.664353,-1221.682263,sharpschoolfull_1981
Atk452,-1255.847651,-1255.847669,-1252.173662,sharpschoolfull_1981
Atk453,-1217.12523,-1217.12959,-1213.468246,sharpschoolfull_1981
Atk454,NULL,-1274.314887,NULL,sharpschoollow_1981
Atk455,-1315.385191,-1315.385191,-1311.682006,sharpschoolfull_1981
Atk456,-1227.827597,-1227.827597,-1224.031488,sharpschoolfull_1981
Atk457,-1252.927431,-1252.927431,-1249.454977,sharpschoolfull_1981
Atk458,-1257.364316,-1257.364316,-1254.408619,sharpschoolfull_1981
Atk459,-1247.885803,-1246.567132,-1298.413363,sharpschoollow_1981
Atk46,-1751.124479,NULL,NULL,sharpschoolhigh_1981
Atk460,-1458.445041,-1299.462123,-1455.647905,sharpschoollow_1981
Atk461,-1435.300603,-1368.146981,-1443.136467,sharpschoollow_1981
Atk462,-1010.557781,-938.1122714,-1075.102655,sharpschoolhigh_1981
Atk463,NULL,-1364.853959,NULL,sharpschoollow_1981
Atk464,-1360.688737,-1360.759114,-1356.759114,sharpschoolfull_1981
Atk465,-1353.647779,-1294.860396,-1447.033232,sharpschoollow_1981
Atk466,-1283.776324,-1283.068293,-1380.29784,sharpschoollow_1981
Atk467,-1391.328014,-1324.593968,-1430.522547,sharpschoollow_1981
Atk468,-1241.188257,-1233.385962,-1250.386435,sharpschoollow_1981
Atk469,-1388.333742,-1348.886314,-1460.14305,sharpschoollow_1981
Atk47,-1772.405903,-1624.506323,-1876.64777,sharpschoollow_1981
Atk470,-1341.334987,NULL,NULL,sharpschoolhigh_1981
Atk471,-1147.561575,-1149.21903,-1150.222056,sharpschoolhigh_1981
Atk472,-1493.556258,-1473.375827,-1504.835956,sharpschoollow_1981
Atk473,-1294.732658,-1243.585067,-1287.847538,sharpschoollow_1981
Atk474,-1478.481453,-1421.119328,-1522.117043,sharpschoollow_1981
Atk475,-1431.136323,-1430.267556,-1519.675602,sharpschoollow_1981
Atk476,-1476.616953,-1429.567448,-1537.200639,sharpschoollow_1981
Atk477,-1486.355548,-1486.355548,-1567.034564,sharpschoolhigh_1981
Atk478,-1257.786921,-1137.940391,-1281.453001,sharpschoollow_1981
Atk479,-1433.571901,-1328.275364,-1461.446482,sharpschoollow_1981
Atk48,-1677.423812,-1523.065537,-1716.991841,sharpschoollow_1981
Atk480,-1287.729367,-1222.456654,-1337.804128,sharpschoollow_1981
Atk481,-1119.69486,-1079.813637,-1147.17044,sharpschoollow_1981
Atk482,-1172.389467,-1165.151073,-1216.017897,sharpschoollow_1981
Atk483,-1250.63485,-1249.909768,-1266.467943,sharpschoollow_1981
Atk484,-1479.299693,-1383.475641,-1503.222106,sharpschoollow_1981
Atk485,-1496.860304,-1418.419645,-1632.249121,sharpschoollow_1981
Atk486,-1317.672427,-1270.044118,-1333.268994,sharpschoollow_1981
Atk487,-1449.385327,-1419.452938,-1515.73489,sharpschoollow_1981
Atk488,-1492.352227,-1442.360638,-1549.244266,sharpschoollow_1981
Atk489,-1481.443472,-1481.455132,-1479.89309,sharpschoolfull_1981
Atk49,-1497.955329,-1424.236182,-1614.178268,sharpschoollow_1981
Atk490,-1271.300967,-1211.992654,-1275.224304,sharpschoollow_1981
Atk491,-1292.169691,-1293.953443,-1289.953443,sharpschoolfull_1981
Atk492,-1390.667283,-1360.422578,-1398.900448,sharpschoollow_1981
Atk493,-1302.417528,-1302.417528,-1331.217234,sharpschoolhigh_1981
Atk494,-1459.238527,-1358.356272,-1488.646522,sharpschoollow_1981
Atk495,-1375.921974,-1292.622998,-1371.921974,sharpschoollow_1981
Atk496,-1557.769114,-1399.663795,-1588.818344,sharpschoollow_1981
Atk497,-1498.719588,-1377.259213,-1509.394371,sharpschoollow_1981
Atk498,-1408.864606,-1372.578755,-1472.05758,sharpschoollow_1981
Atk499,-1036.013952,-1036.985074,-1050.287185,sharpschoolhigh_1981
Atk5,-1415.714477,-1388.229029,-1480.039096,sharpschoollow_1981
Atk50,-1344.061631,-1318.621165,-1368.49581,sharpschoollow_1981
Atk500,-1320.738223,-1283.561053,-1319.011062,sharpschoollow_1981
Atk501,-1175.195391,-1171.64717,-1198.701771,sharpschoollow_1981
Atk502,-1021.093094,-1021.115068,-1018.429323,sharpschoolfull_1981
Atk503,-1316.333079,-1305.897674,-1381.859549,sharpschoollow_1981
Atk504,-1265.520126,-1241.025688,-1278.28555,sharpschoollow_1981
Atk505,NULL,-1330.623352,NULL,sharpschoollow_1981
Atk506,-1112.525979,-1092.862008,-1108.322154,sharpschoollow_1981
Atk507,NULL,-1358.523994,NULL,sharpschoollow_1981
Atk508,-1044.170351,-1044.170351,-1040.295925,sharpschoolfull_1981
Atk509,-1247.47833,-1247.47833,-1247.35417,sharpschoolfull_1981
Atk51,-1451.725764,-1427.944049,-1512.60963,sharpschoollow_1981
Atk510,-1285.537029,-1285.537029,-1289.088343,sharpschoolhigh_1981
Atk511,-1442.91941,-1376.087533,-1484.951628,sharpschoollow_1981
Atk512,-1404.715893,-1331.211189,-1484.125125,sharpschoollow_1981
Atk513,-1311.922383,-1234.436105,-1311.987763,sharpschoollow_1981
Atk514,-1222.050692,-1208.04813,-1287.602731,sharpschoollow_1981
Atk515,-1470.29543,-1392.85853,-1589.315102,sharpschoollow_1981
Atk516,-1465.287527,-1382.802333,-1571.967929,sharpschoollow_1981
Atk517,-1255.398537,-1124.150837,-1323.682281,sharpschoollow_1981
Atk518,-1138.505073,-1083.920703,-1141.42447,sharpschoollow_1981
Atk519,-1369.238143,-1333.539295,-1414.540487,sharpschoollow_1981
Atk52,-1303.370413,-1299.321392,-1301.570795,sharpschoollow_1981
Atk520,-1466.727514,NULL,NULL,sharpschoolhigh_1981
Atk521,-1296.445768,-1244.803561,-1296.477897,sharpschoollow_1981
Atk522,-1419.933554,-1317.79813,-1446.357809,sharpschoollow_1981
Atk523,-1363.591307,-1268.417565,-1371.713879,sharpschoollow_1981
Atk524,-1435.520929,-1347.388016,-1569.727772,sharpschoollow_1981
Atk525,-1306.968095,-1252.382763,-1423.181337,sharpschoollow_1981
Atk526,-1342.992095,-1246.584336,-1357.296718,sharpschoollow_1981
Atk527,-1090.620551,-999.7934521,-1179.355365,sharpschoolhigh_1981
Atk528,-1240.85649,-1184.861962,-1238.356961,sharpschoollow_1981
Atk529,-1118.776481,-1111.960825,-1122.747167,sharpschoollow_1981
Atk53,-1443.026951,-1419.709816,-1642.357652,sharpschoollow_1981
Atk530,-1347.294987,-1329.924394,-1356.009537,sharpschoollow_1981
Atk531,-1353.909372,-1327.517823,-1357.714529,sharpschoollow_1981
Atk532,-1026.312976,-1026.312976,-1026.857701,sharpschoolhigh_1981
Atk533,-1043.487015,-1043.487015,-1060.182052,sharpschoolhigh_1981
Atk534,-1534.665282,-1534.665282,-1640.648229,sharpschoolhigh_1981
Atk535,-1177.166348,-1152.11449,-1174.083877,sharpschoollow_1981
Atk536,-1440.838111,-1361.965127,-1546.350253,sharpschoollow_1981
Atk537,-1153.350285,-1153.350285,-1170.849196,sharpschoolhigh_1981
Atk538,-1143.778894,-1126.272042,-1149.900317,sharpschoollow_1981
Atk539,-1385.867422,-1324.909174,-1442.046427,sharpschoollow_1981
Atk54,-1614.935699,-1611.383257,-1727.506486,sharpschoollow_1981
Atk540,-1386.580251,-1386.549617,-1392.628301,sharpschoollow_1981
Atk541,NULL,-771.6892246,NULL,sharpschoollow_1981
Atk542,-1080.80149,-1080.703412,-1077.152917,sharpschoolfull_1981
Atk543,-1403.826691,-1403.826691,-1401.38249,sharpschoolfull_1981
Atk544,-1379.90374,-1349.967631,-1429.350414,sharpschoollow_1981
Atk545,-1340.765942,-1329.684276,-1343.317221,sharpschoollow_1981
Atk546,-1399.749455,-1373.619422,-1442.582797,sharpschoollow_1981
Atk547,NULL,-865.4856715,NULL,sharpschoollow_1981
Atk548,-1157.306583,-1155.273655,-1159.189851,sharpschoollow_1981
Atk549,NULL,-1004.476913,NULL,sharpschoollow_1981
Atk55,-1578.836435,-1575.107542,-1753.138722,sharpschoollow_1981
Atk550,-1288.512781,-1288.416923,-1285.21214,sharpschoolfull_1981
Atk551,-1457.415023,-1454.099698,-1466.377298,sharpschoollow_1981
Atk552,-1276.846175,-1275.8156,-1281.379438,sharpschoollow_1981
Atk553,NULL,-1040.233949,NULL,sharpschoollow_1981
Atk554,-1429.054424,-1429.054424,-1435.36848,sharpschoolhigh_1981
Atk555,-1379.90374,-1349.657113,-1429.350414,sharpschoollow_1981
Atk556,-1287.268791,-1287.371743,-1287.711497,sharpschoolhigh_1981
Atk557,-1264.621232,-1264.619486,-1276.021741,sharpschoollow_1981
Atk558,NULL,-949.285457,NULL,sharpschoollow_1981
Atk559,-1262.010299,-1256.425333,-1261.247039,sharpschoollow_1981
Atk56,-1490.771897,-1413.986708,-1665.646227,sharpschoollow_1981
Atk560,-1326.923563,-1318.403015,-1332.391722,sharpschoollow_1981
Atk561,-1408.3203,-1361.384161,-1413.338198,sharpschoollow_1981
Atk562,-1185.874381,-1185.883225,-1182.040232,sharpschoolfull_1981
Atk563,-1442.2781,-1418.839187,-1442.692835,sharpschoollow_1981
Atk564,-1395.10921,-1389.572349,-1400.349448,sharpschoollow_1981
Atk565,-1374.782738,-1372.612909,-1380.010538,sharpschoollow_1981
Atk566,NULL,-1290.526348,NULL,sharpschoollow_1981
Atk567,-1428.571813,-1399.155874,-1428.132178,sharpschoollow_1981
Atk568,-1514.288526,-1477.725693,-1547.648282,sharpschoollow_1981
Atk569,-1552.956946,-1523.973212,-1552.698318,sharpschoollow_1981
Atk57,-1633.371842,-1530.867239,-1705.10904,sharpschoollow_1981
Atk570,NULL,-943.7351026,NULL,sharpschoollow_1981
Atk571,-1357.953838,-1357.953838,-1372.118978,sharpschoolhigh_1981
Atk572,NULL,-1148.03939,NULL,sharpschoollow_1981
Atk573,-1331.350998,NULL,NULL,sharpschoolhigh_1981
Atk574,-1371.30485,-1346.383649,-1403.710392,sharpschoollow_1981
Atk575,-1436.893724,-1430.684389,-1436.413709,sharpschoollow_1981
Atk576,NULL,-718.2940705,NULL,sharpschoollow_1981
Atk577,-1368.366021,-1360.470443,-1370.806164,sharpschoollow_1981
Atk578,-1230.489358,-1230.492641,-1227.063763,sharpschoolfull_1981
Atk579,-1502.358996,-1501.257978,-1529.247709,sharpschoollow_1981
Atk58,-1527.326197,-1462.58726,-1676.99021,sharpschoollow_1981
Atk580,-1492.621117,-1370.92967,-1538.297829,sharpschoollow_1981
Atk581,-1257.789583,-1237.878012,-1270.341572,sharpschoollow_1981
Atk582,-1140.034537,-1140.035956,-1136.08154,sharpschoolfull_1981
Atk583,-1190.437916,-1190.437916,-1186.665497,sharpschoolfull_1981
Atk584,-1260.186311,-1234.279481,-1277.058088,sharpschoollow_1981
Atk585,-1293.499267,-1292.965193,-1293.18031,sharpschoollow_1981
Atk586,-1356.559014,-1334.72449,-1356.826434,sharpschoollow_1981
Atk587,-1626.65017,-1594.965744,-1644.046255,sharpschoollow_1981
Atk588,-1362.346296,-1334.844745,-1372.474663,sharpschoollow_1981
Atk589,-1205.527281,-1202.454269,-1204.991896,sharpschoollow_1981
Atk59,-1612.070127,-1582.231397,-1683.734906,sharpschoollow_1981
Atk590,-1315.700196,-1303.068747,-1314.378244,sharpschoollow_1981
Atk591,-1264.803387,-1252.40346,-1264.658442,sharpschoollow_1981
Atk592,-1284.839225,-1267.933795,-1285.718518,sharpschoollow_1981
Atk593,-1261.413321,-1238.641254,-1272.546708,sharpschoollow_1981
Atk594,-1218.532203,-1218.338963,-1223.942796,sharpschoollow_1981
Atk595,-1272.565609,-1272.565609,-1273.342169,sharpschoolhigh_1981
Atk596,-1214.298609,-1203.609779,-1210.359325,sharpschoollow_1981
Atk597,-1169.199736,-1057.482606,-1120.952499,sharpschoollow_1981
Atk598,-1450.16571,-1385.848986,-1579.874375,sharpschoollow_1981
Atk599,-1280.707637,-1278.787052,-1279.217409,sharpschoollow_1981
Atk6,-1393.218813,-1391.353768,-1453.434101,sharpschoollow_1981
Atk60,-1519.134541,-1481.726446,-1603.112853,sharpschoollow_1981
Atk600,-1374.789287,-1306.101343,-1469.953806,sharpschoollow_1981
Atk601,-1308.534886,-1308.534886,-1351.517883,sharpschoolhigh_1981
Atk602,-1294.11954,-1294.11954,-1316.218184,sharpschoolhigh_1981
Atk603,-1410.200238,-1410.200238,-1433.76461,sharpschoolhigh_1981
Atk604,-1330.625201,-1330.640644,-1335.154857,sharpschoolhigh_1981
Atk605,-1281.390019,-1281.390019,-1306.516596,sharpschoolhigh_1981
Atk606,-1406.994222,-1406.994222,-1428.400909,sharpschoolhigh_1981
Atk607,-974.3916874,-974.4098253,-970.4449612,sharpschoolfull_1981
Atk608,NULL,-1038.83964,NULL,sharpschoollow_1981
Atk609,-1500.198717,-1500.198717,-1510.346717,sharpschoolhigh_1981
Atk61,-1640.94755,-1474.748696,-1648.372703,sharpschoollow_1981
Atk610,-1261.005246,-1261.005246,-1316.111746,sharpschoolhigh_1981
Atk611,-1307.536356,-1307.536356,-1319.506089,sharpschoolhigh_1981
Atk612,-1297.102175,-1297.102175,-1311.573114,sharpschoolhigh_1981
Atk613,-1247.870601,-1247.671482,-1246.958267,sharpschoolfull_1981
Atk614,-1150.277006,-1150.277006,-1147.348515,sharpschoolfull_1981
Atk615,-1135.421778,-1135.421779,-1131.81777,sharpschoolfull_1981
Atk616,-1087.909029,-1087.925469,-1084.241502,sharpschoolfull_1981
Atk617,-1419.873417,-1419.873417,-1416.187909,sharpschoolfull_1981
Atk618,-1266.981314,-1264.347831,-1264.640268,sharpschoollow_1981
Atk619,-1382.958784,-1382.958784,-1382.885513,sharpschoolfull_1981
Atk62,-1426.344792,NULL,NULL,sharpschoolhigh_1981
Atk620,-1226.939008,-1226.905683,-1234.756624,sharpschoollow_1981
Atk621,-1373.846043,-1364.639138,-1372.125713,sharpschoollow_1981
Atk622,-1364.242118,-1328.387031,-1367.501706,sharpschoollow_1981
Atk623,-1360.003224,-1359.548383,-1356.003224,sharpschoolfull_1981
Atk624,-1233.93205,-1225.529668,-1231.536683,sharpschoollow_1981
Atk625,-1475.367995,-1415.27663,-1495.070172,sharpschoollow_1981
Atk626,-1171.360749,-1171.360749,-1170.946974,sharpschoolfull_1981
Atk627,-1162.564608,-1127.387496,-1160.485024,sharpschoollow_1981
Atk628,-1334.375445,-1274.23744,-1373.425555,sharpschoollow_1981
Atk629,-1274.556171,-1212.087491,-1340.878175,sharpschoollow_1981
Atk63,-1599.985794,-1389.441072,-1606.342632,sharpschoollow_1981
Atk630,-1550.351515,-1497.863896,-1587.568945,sharpschoollow_1981
Atk631,-1389.66743,-1374.715962,-1513.425314,sharpschoollow_1981
Atk632,-1657.626137,-1534.405674,-1747.703924,sharpschoollow_1981
Atk633,-1380.059819,-1365.23122,-1439.33564,sharpschoollow_1981
Atk634,-1447.671815,-1447.671815,-1461.035948,sharpschoolhigh_1981
Atk635,-1352.882426,-1352.882426,-1377.11028,sharpschoolhigh_1981
Atk636,-1377.472267,-1377.472267,-1381.593213,sharpschoolhigh_1981
Atk637,-1282.14873,-1280.622925,-1278.621963,sharpschoolfull_1981
Atk638,-1400.008408,-1370.879962,-1408.354089,sharpschoollow_1981
Atk639,-1089.582489,-1089.582489,-1085.632509,sharpschoolfull_1981
Atk64,-1479.724414,-1462.352198,-1516.847819,sharpschoollow_1981
Atk640,-1034.057716,-1034.057716,-1030.074824,sharpschoolfull_1981
Atk641,-1202.519887,-1202.506269,-1202.346573,sharpschoolfull_1981
Atk642,-1168.656556,-1168.656556,-1193.226456,sharpschoolhigh_1981
Atk643,-1232.838965,-1232.838965,-1231.162612,sharpschoolfull_1981
Atk644,-1491.252861,-1464.431261,-1536.491083,sharpschoollow_1981
Atk645,-1324.345723,-1317.75604,-1334.961968,sharpschoollow_1981
Atk646,-1452.229703,-1403.061554,-1483.125305,sharpschoollow_1981
Atk647,-1526.232621,-1526.232621,-1602.183795,sharpschoolhigh_1981
Atk648,-1476.380977,-1476.380977,-1483.046772,sharpschoolhigh_1981
Atk649,-1360.343338,-1359.796955,-1401.492519,sharpschoollow_1981
Atk65,-1444.437104,-1397.588356,-1581.745164,sharpschoollow_1981
Atk650,-1520.019643,-1492.243543,-1618.86893,sharpschoollow_1981
Atk651,-1339.736197,-1339.736439,-1337.925543,sharpschoolfull_1981
Atk652,-1266.303965,-1266.306345,-1265.979351,sharpschoolfull_1981
Atk653,-1403.932383,-1403.932383,-1402.512908,sharpschoolfull_1981
Atk654,-1296.630646,-1296.630646,-1293.003818,sharpschoolfull_1981
Atk655,-1294.895848,-1294.895848,-1291.490353,sharpschoolfull_1981
Atk656,NULL,-1033.68011,NULL,sharpschoollow_1981
Atk657,-1359.049951,-1359.049951,-1358.239742,sharpschoolfull_1981
Atk658,-1284.415794,-1284.415794,-1284.882973,sharpschoolhigh_1981
Atk659,-1462.963491,-1431.279933,-1476.264353,sharpschoollow_1981
Atk66,-1404.459541,-1388.870493,-1435.693335,sharpschoollow_1981
Atk660,-1341.149654,-1341.149654,-1338.77695,sharpschoolfull_1981
Atk661,-1443.894685,-1443.822733,-1462.152895,sharpschoollow_1981
Atk662,NULL,-1337.178948,NULL,sharpschoollow_1981
Atk663,-1650.075376,-1601.272496,-1675.666629,sharpschoollow_1981
Atk664,-1341.531932,-1341.531932,-1342.701319,sharpschoolhigh_1981
Atk665,-1298.153555,-1295.076062,-1310.447388,sharpschoollow_1981
Atk666,-746.4560139,-746.4560139,-742.4650787,sharpschoolfull_1981
Atk667,-1139.27666,-1139.160955,-1135.860068,sharpschoolfull_1981
Atk668,-1264.777668,-1264.777668,-1263.428319,sharpschoolfull_1981
Atk669,-1086.181269,-1086.181269,-1083.226052,sharpschoolfull_1981
Atk67,-1464.76911,-1419.663579,-1486.507931,sharpschoollow_1981
Atk670,-1452.846285,-1452.802408,-1511.245048,sharpschoollow_1981
Atk671,-1448.968273,-1448.968273,-1459.835689,sharpschoolhigh_1981
Atk672,-1382.322867,-1375.73984,-1425.835114,sharpschoollow_1981
Atk673,-1209.245057,-1209.245057,-1206.620443,sharpschoolfull_1981
Atk68,-1539.738552,-1502.053287,-1593.359641,sharpschoollow_1981
Atk69,-1549.693329,-1467.455035,-1634.328097,sharpschoollow_1981
Atk7,-1359.672621,NULL,NULL,sharpschoolhigh_1981
