ID,sharpschoolhigh_1981,sharpschoollow_1981,sharpschoolfull_1981,best_model
Atk70,-1400.549408,-1344.768453,-1503.155923,sharpschoollow_1981
Atk71,-1583.77967,-1536.670386,-1648.0243,sharpschoollow_1981
Atk72,-1565.303238,-1494.339547,-1620.674873,sharpschoollow_1981
Atk73,-1603.499589,-1456.583971,-1680.129187,sharpschoollow_1981
Atk74,-1591.57106,NULL,NULL,sharpschoolhigh_1981
Atk75,-1576.114045,-1484.959613,-1759.661076,sharpschoollow_1981
Atk76,-1642.420277,-1628.888873,-1662.94441,sharpschoollow_1981
Atk77,-1597.481122,-1577.864509,-1618.10524,sharpschoollow_1981
Atk78,-1445.234974,NULL,NULL,sharpschoolhigh_1981
Atk79,-1562.090426,-1482.492572,-1651.481646,sharpschoollow_1981
Atk8,-1491.588231,-1402.365975,-1535.888434,sharpschoollow_1981
Atk80,-1647.37061,NULL,NULL,sharpschoolhigh_1981
Atk81,-1752.687297,-1721.251527,-1806.614329,sharpschoollow_1981
Atk82,-1713.94313,-1713.943565,-1710.255625,sharpschoolfull_1981
Atk83,-1333.505817,-1333.506134,-1329.841365,sharpschoolfull_1981
Atk84,-1307.128418,-1302.020755,-1303.495536,sharpschoollow_1981
Atk85,-1613.338579,-1577.642936,-1645.95666,sharpschoollow_1981
Atk86,-1365.287211,-1364.144222,-1361.557571,sharpschoolfull_1981
Atk87,-1781.002972,NULL,NULL,sharpschoolhigh_1981
Atk88,-1548.870921,-1547.929593,-1544.873164,sharpschoolfull_1981
Atk89,-1235.810414,-1224.821146,-1234.611556,sharpschoollow_1981
Atk9,-1583.841973,-1463.440022,-1580.359745,sharpschoollow_1981
Atk90,-1867.939204,-1842.591916,-2034.120051,sharpschoollow_1981
Atk91,-1749.745719,-1630.508752,-1828.607953,sharpschoollow_1981
Atk92,-1960.226147,-1774.894573,-2027.343497,sharpschoollow_1981
Atk93,-1566.097592,-1566.097592,-1562.097592,sharpschoolfull_1981
Atk94,-1725.23752,-1709.3081,-1846.752131,sharpschoollow_1981
Atk95,-1688.083896,-1688.083896,-1684.962756,sharpschoolfull_1981
Atk96,-1436.421024,-1428.504479,-1433.894259,sharpschoollow_1981
Atk97,-1687.243409,-1667.124425,-1697.523845,sharpschoollow_1981
Atk98,-1385.730972,-1385.558835,-1384.114016,sharpschoolfull_1981
Atk99,-1237.374854,-1237.376101,-1233.376102,sharpschoolfull_1981
MR001,-800.7079649,-778.7071313,-801.8708641,sharpschoollow_1981
MR002,-534.647643,-508.9149254,-531.9168051,sharpschoollow_1981
MR003,-630.5031928,-598.0277525,-629.2485021,sharpschoollow_1981
MR004,-587.3631463,-564.9032265,-584.6184226,sharpschoollow_1981
MR005,-741.1647958,-698.1386199,-732.5450941,sharpschoollow_1981
MR006,-510.1782704,-482.5659449,-506.5238604,sharpschoollow_1981
MR007,-557.2758915,-525.8425247,-553.4361485,sharpschoollow_1981
MR008,-542.3216288,-508.0775646,-538.3775409,sharpschoollow_1981
MR015,-680.6207549,-675.0652069,-679.7593968,sharpschoollow_1981
MR016,-676.6207227,-644.1771681,-676.3167647,sharpschoollow_1981
MR017,-600.4627775,-570.8956185,-599.0969685,sharpschoollow_1981
MR018,-676.8430343,-644.4688467,-676.6476092,sharpschoollow_1981
MR019,-743.2114334,-723.1530798,-739.2120187,sharpschoollow_1981
MR020,-546.3010152,-520.0180014,-542.4904368,sharpschoollow_1981
MR021,-529.6899041,-489.9071882,-525.686576,sharpschoollow_1981
MR022,-546.6018043,-520.1211185,-542.8070553,sharpschoollow_1981
MR029,-145.3151328,-112.2256213,-106.5631422,sharpschoolfull_1981
MR030,NULL,NULL,NULL,NULL
MR031,-200.3845433,-152.7880392,-163.1060883,sharpschoollow_1981
MR032,-156.8833952,-122.3546033,-130.5684727,sharpschoollow_1981
MR033,-154.2377064,-124.6388,-130.361389,sharpschoollow_1981
MR034,-180.307899,-146.9027103,-153.4685093,sharpschoollow_1981
MR035,NULL,-205.0072374,NULL,sharpschoollow_1981
MR036,NULL,-113.3174239,NULL,sharpschoollow_1981
MR037,NULL,-182.6398499,NULL,sharpschoollow_1981
MR038,NULL,-183.8383219,NULL,sharpschoollow_1981
MR039,NULL,-210.9827546,NULL,sharpschoollow_1981
MR040,-3384.905822,-3232.594247,-3380.967522,sharpschoollow_1981
MR041,-4671.794577,-4136.518063,-4667.846791,sharpschoollow_1981
MR042,-1517.858667,-1294.361668,-1571.07115,sharpschoollow_1981
MR043,-1528.883599,-1311.204358,-1524.883599,sharpschoollow_1981
MR044,NULL,NULL,NULL,NULL
MR045,NULL,NULL,NULL,NULL
MR046,NULL,NULL,NULL,NULL
MR047,NULL,NULL,NULL,NULL
MR048,NULL,NULL,NULL,NULL
MR049,NULL,NULL,NULL,NULL
MR050,NULL,NULL,NULL,NULL
MR051,NULL,NULL,NULL,NULL
MR052,NULL,NULL,NULL,NULL
MR053,NULL,NULL,NULL,NULL
MR054,NULL,NULL,NULL,NULL
MR055,NULL,NULL,NULL,NULL
MR056,NULL,NULL,NULL,NULL
MR057,NULL,NULL,NULL,NULL
MR058,NULL,NULL,NULL,NULL
MR059,NULL,NULL,NULL,NULL
MR060,NULL,NULL,NULL,NULL
MR061,NULL,NULL,NULL,NULL
MR062,NULL,NULL,NULL,NULL
MR063,NULL,NULL,NULL,NULL
MR064,NULL,NULL,NULL,NULL
MR065,NULL,NULL,NULL,NULL
MR066,NULL,NULL,NULL,NULL
MR067,NULL,NULL,NULL,NULL
MR089,-116.549285,-84.91108385,-77.31947265,sharpschoolhigh_1981
MR090,-143.4040182,-109.7595408,-111.0919817,sharpschoollow_1981
MR091,-117.5674038,-98.90068286,-94.50469207,sharpschoolhigh_1981
MR092,NULL,NULL,NULL,NULL
MR093,-129.3716638,-97.68917671,-96.4997242,sharpschoolhigh_1981
MR094,-130.6678977,-98.25488309,-96.00415502,sharpschoolhigh_1981
MR095,-108.8307085,-82.27774949,-77.6341745,sharpschoolhigh_1981
MR096,-154.2970772,-107.3009638,-105.1032418,sharpschoolfull_1981
MR097,-115.1599239,-96.371747,-96.25412497,sharpschoolhigh_1981
MR098,-99.43297955,-78.57889613,-72.34757948,sharpschoolfull_1981
MR099,-140.8938367,-96.58607731,-93.26448304,sharpschoolhigh_1981
MR100,-130.8392052,-98.40642393,-94.5052577,sharpschoolhigh_1981
MR101,-123.2756242,-82.41355103,-77.93705592,sharpschoolhigh_1981
MR102,-149.2751317,-108.1862258,-108.3469358,sharpschoollow_1981
MR103,NULL,NULL,NULL,NULL
MR104,NULL,NULL,NULL,NULL
MR105,NULL,NULL,NULL,NULL
MR106,NULL,NULL,NULL,NULL
MR107,-97.28519484,-69.04993761,-61.83517618,sharpschoolfull_1981
MR108,-144.6583029,-106.3637041,-107.7873777,sharpschoollow_1981
MR109,NULL,NULL,NULL,NULL
MR110,-136.9533815,-94.86266811,-95.50386113,sharpschoolhigh_1981
MR111,-124.0307745,-93.46361898,-92.66896351,sharpschoolhigh_1981
MR112,-129.8793128,-87.91824314,-76.04284469,sharpschoolhigh_1981
MR138,NULL,-934.6768255,NULL,sharpschoollow_1981
MR139,NULL,-940.9824891,NULL,sharpschoollow_1981
MR140,NULL,-928.2679186,NULL,sharpschoollow_1981
MR141,NULL,-936.9777511,NULL,sharpschoollow_1981
MR142,-4172.908137,-3481.64433,-4186.744077,sharpschoollow_1981
MR147,-179.6543358,-148.333415,-175.7676544,sharpschoollow_1981
MR148,-191.2115009,-163.8719094,-187.5570648,sharpschoollow_1981
MR149,-199.1789228,-174.8570693,-195.4960517,sharpschoollow_1981
MR150,-162.4247352,-146.9892422,-161.5981772,sharpschoollow_1981
MR151,-177.9275108,-157.1164359,-178.9653279,sharpschoollow_1981
MR152,-190.7423275,-167.0952977,-192.1318368,sharpschoollow_1981
MR196,NULL,NULL,NULL,NULL
MR197,NULL,NULL,NULL,NULL
MR198,NULL,NULL,NULL,NULL
MR199,NULL,NULL,NULL,NULL
MR260,NULL,-588.6156662,NULL,sharpschoollow_1981
MR261,NULL,-260.2894945,NULL,sharpschoollow_1981
MR262,NULL,-209.700106,NULL,sharpschoollow_1981
MR263,-251.3440195,-227.5158506,-249.9337089,sharpschoollow_1981
MR264,-237.8057499,-201.1876506,-226.584003,sharpschoollow_1981
MR269,NULL,-251.2650318,NULL,sharpschoollow_1981
MR271,-658.2538403,-640.6287923,-654.253827,sharpschoollow_1981
MR272,-947.4034574,-947.3167287,-943.9010789,sharpschoolfull_1981
MR273,NULL,-471.3019053,NULL,sharpschoollow_1981
MR274,-578.7991318,-579.7414165,-575.8735059,sharpschoolfull_1981
MR275,NULL,-385.6556026,NULL,sharpschoollow_1981
MR276,-952.1548187,-952.0224412,-947.8014632,sharpschoolfull_1981
MR277,-529.6232761,-529.6176817,-525.624114,sharpschoolfull_1981
MR278,NULL,-802.5710197,NULL,sharpschoollow_1981
MR279,NULL,-406.8636719,NULL,sharpschoollow_1981
MR280,-499.5047888,-499.5047888,-494.469836,sharpschoolfull_1981
MR281,NULL,-479.3889208,NULL,sharpschoollow_1981
MR282,-484.8413212,-484.5976026,-480.8470076,sharpschoolfull_1981
MR283,-300.0758851,-293.3901526,-296.0811908,sharpschoollow_1981
MR284,NULL,-103.1644718,NULL,sharpschoollow_1981
MR285,NULL,-111.0519692,NULL,sharpschoollow_1981
MR286,NULL,-107.9611038,NULL,sharpschoollow_1981
MR287,NULL,-114.0022637,NULL,sharpschoollow_1981
MR288,NULL,-103.9103581,NULL,sharpschoollow_1981
MR289,-378.323305,-309.382459,-386.6153333,sharpschoollow_1981
MR290,-356.6795233,-301.0213207,-357.561648,sharpschoollow_1981
MR291,-319.3707852,-277.2331044,-315.3707848,sharpschoollow_1981
MR292,-317.6263277,-280.4647604,-313.6263276,sharpschoollow_1981
MR293,-367.4666729,-317.3188928,-365.9878197,sharpschoollow_1981
MR294,-326.275531,-294.5825448,-339.1945812,sharpschoollow_1981
MR295,-344.5627256,-294.4125623,-342.7620897,sharpschoollow_1981
MR296,-395.6065996,-329.5683832,-391.7104205,sharpschoollow_1981
India1,-176.9088312,-129.1891974,-140.3593059,sharpschoollow_1981
India2,-169.8143423,-125.0747195,-166.3245495,sharpschoollow_1981
India3,-169.8638505,-130.2475494,-140.9847181,sharpschoollow_1981
India4,-159.1690401,-126.6581064,-155.9836781,sharpschoollow_1981
India5,-175.9492706,-130.307232,-140.0043094,sharpschoollow_1981
India6,-165.9391282,-129.9963253,-164.3824219,sharpschoollow_1981
India7,-172.9405176,-132.1064701,-170.6364732,sharpschoollow_1981
India8,-166.8767292,-132.1394723,-164.7459804,sharpschoollow_1981
India9,-172.6103581,-133.6649907,-169.9064855,sharpschoollow_1981
India10,-147.000292,-139.2181103,-143.0143583,sharpschoollow_1981
India11,-145.3552507,-144.8174111,-142.0766013,sharpschoolfull_1981
India12,-120.4135031,-112.5646685,-137.6409585,sharpschoollow_1981
India13,-129.3536878,-123.8814231,-151.3244747,sharpschoollow_1981
India14,-173.8672116,-145.0677743,-172.1239711,sharpschoollow_1981
India15,-177.5165737,-150.1803248,-180.4815667,sharpschoollow_1981
India16,-154.3085801,-131.1377136,-155.013493,sharpschoollow_1981
India17,-161.1441352,-148.1449906,-158.0964247,sharpschoollow_1981
India18,#NAME?,-79.88038773,-74.42444272,sharpschoolfull_1981
India19,-345.7343289,-76.47841005,-69.97516034,sharpschoolhigh_1981
India20,-205.8188619,-168.19125,-202.8714657,sharpschoollow_1981
India21,-178.1224744,-144.7878469,-174.9705747,sharpschoollow_1981
India22,-266.9089245,-216.5855467,-286.9875474,sharpschoollow_1981
India23,-359.4407857,-84.50371382,-82.80680417,sharpschoolhigh_1981
India24,-371.2683554,-81.4644278,-80.52067441,sharpschoolhigh_1981
India25,-163.4344741,-129.1875259,-174.8601054,sharpschoollow_1981
India26,-143.2571088,-122.6487173,-141.9475276,sharpschoollow_1981
India27,-168.099418,-135.5531085,-176.9268474,sharpschoollow_1981
India28,-153.4612854,-126.2662433,-149.7138683,sharpschoollow_1981
India29,-173.7870897,-129.0780809,-178.3963384,sharpschoollow_1981
India30,-166.2735471,-121.0305578,-162.0205138,sharpschoollow_1981
India31,-131.5835358,-104.5903621,-96.8136491,sharpschoollow_1981
India32,-155.2461612,-123.5219342,-154.2533878,sharpschoollow_1981
India33,-153.4947761,-130.8506032,-151.42456,sharpschoollow_1981
India34,-131.6859797,-96.8274302,-89.0872363,sharpschoolhigh_1981
India35,-137.4333239,-97.54574092,-88.21326649,sharpschoolhigh_1981
India36,-128.703158,-98.64479081,-91.42663761,sharpschoolhigh_1981
India37,NULL,NULL,NULL,NULL
India40,-338.2238623,-300.6048835,-339.5234239,sharpschoollow_1981
India41,-346.9898398,-333.435198,-359.802421,sharpschoollow_1981
India42,-315.8693992,-299.0851734,-321.5212536,sharpschoollow_1981
India43,-69.7323717,-63.16636199,-60.21854073,sharpschoolfull_1981
India44,-66.52707288,-62.96492443,-59.82818432,sharpschoolfull_1981
India45,-65.08040198,-63.4167671,-61.09291801,sharpschoolfull_1981
India46,-66.10106077,-62.64314174,-60.91450762,sharpschoolfull_1981
India47,-232.3713928,-183.2556978,-228.4489322,sharpschoollow_1981
India48,-187.2961123,-170.9560968,-187.3389406,sharpschoollow_1981
India49,-202.5149894,-169.2409008,-207.249519,sharpschoollow_1981
India50,-207.6869828,-191.0248487,-217.8311508,sharpschoollow_1981
India51,NULL,-73.83743463,NULL,sharpschoollow_1981
142,-465.0963631,-340.1165005,-365.0695772,sharpschoollow_1981
India52,NULL,NULL,NULL,NULL
India53,-474.6879205,-340.2353056,-379.231561,sharpschoollow_1981
India54,NULL,NULL,NULL,NULL
India55,-443.309331,-341.8745227,-380.7358929,sharpschoollow_1981
India56,-461.9059354,-343.2963557,-379.6639907,sharpschoollow_1981
India57,-389.2587748,-336.1969605,-367.6137779,sharpschoollow_1981
India58,-464.0055518,-365.7326873,-405.855704,sharpschoollow_1981
India59,-317.4998491,-276.6769423,-321.9612723,sharpschoollow_1981
India60,-318.9296456,-276.81747,-313.46933,sharpschoollow_1981
India61,-315.1556722,-275.5432331,-311.1601771,sharpschoollow_1981
India62,-325.2742658,-282.3774619,-299.5497531,sharpschoollow_1981
India63,-163.6000667,-145.7359042,-162.9668882,sharpschoollow_1981
India64,-167.617472,-142.4115496,-174.1589632,sharpschoollow_1981
India65,-184.7921611,-142.297016,-177.2105394,sharpschoollow_1981
India66,-155.7768816,-144.5366872,-151.7304288,sharpschoollow_1981
India67,-143.2618116,-131.7638792,-139.2524399,sharpschoollow_1981
India68,-181.015803,-164.1256737,-177.5615481,sharpschoollow_1981
India69,NULL,-182.3714043,NULL,sharpschoollow_1981
India70,29.37665669,43.32205958,32.79899909,sharpschoolhigh_1981
India71,7.836438747,22.97976377,10.81420994,sharpschoolfull_1981
India72,16.69014828,20.80102639,17.81395748,sharpschoolhigh_1981
India73,11.98814723,30.86165039,-0.54903132,sharpschoolfull_1981
India74,17.95346874,35.73578708,10.27974737,sharpschoolfull_1981
India75,15.21173491,33.08500723,16.61664868,sharpschoolhigh_1981
India76,NULL,-131.3517808,NULL,sharpschoollow_1981
India77,-162.9318228,-151.5251978,-152.3037327,sharpschoollow_1981
