ID,OriginalID,topt,e,ConCommon,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,StandardisedTraitName,habitat,Citation,Metabolic_rate,Habitat,PT
760,807,21.182,0.137782646,leaf,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,Spinacia oleracea,net photosynthesis,terrestrial,"Yamori, W., Noguchi, K., & Terashima, I. (2005). Temperature acclimation of photosynthesis in spinach leaves: Analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions. Plant, Cell and Environment, 28(4), 536_547.",NP,Terrestrial,C3
761,808,22.05,0.148971704,leaf,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,Spinacia oleracea,net photosynthesis,terrestrial,"Yamori, W., Noguchi, K., & Terashima, I. (2005). Temperature acclimation of photosynthesis in spinach leaves: Analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions. Plant, Cell and Environment, 28(4), 536_547.",NP,Terrestrial,C3
762,809,34.886,0.2094116,leaf,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,Spinacia oleracea,net photosynthesis,terrestrial,"Yamori, W., Noguchi, K., & Terashima, I. (2005). Temperature acclimation of photosynthesis in spinach leaves: Analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions. Plant, Cell and Environment, 28(4), 536_547.",NP,Terrestrial,C3
763,810,32.854,0.212170624,leaf,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,Spinacia oleracea,net photosynthesis,terrestrial,"Yamori, W., Noguchi, K., & Terashima, I. (2005). Temperature acclimation of photosynthesis in spinach leaves: Analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions. Plant, Cell and Environment, 28(4), 536_547.",NP,Terrestrial,C3
764,811,32.186,0.183787538,leaf,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,Spinacia oleracea,net photosynthesis,terrestrial,"Yamori, W., Noguchi, K., & Terashima, I. (2005). Temperature acclimation of photosynthesis in spinach leaves: Analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions. Plant, Cell and Environment, 28(4), 536_547.",NP,Terrestrial,C3
765,812,33.165,0.188238448,leaf,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,Spinacia oleracea,net photosynthesis,terrestrial,"Yamori, W., Noguchi, K., & Terashima, I. (2005). Temperature acclimation of photosynthesis in spinach leaves: Analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions. Plant, Cell and Environment, 28(4), 536_547.",NP,Terrestrial,C3
766,813,31.722,0.159223773,leaf,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Spinacia,Spinacia oleracea,net photosynthesis,terrestrial,"Yamori, W., Noguchi, K., & Terashima, I. (2005). Temperature acclimation of photosynthesis in spinach leaves: Analyses of photosynthetic components and temperature dependencies of photosynthetic partial reactions. Plant, Cell and Environment, 28(4), 536_547.",NP,Terrestrial,C3
767,814,22.004,0.404673588,shoot,Plantae,Spermatophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,Chrysanthemum morifolium,net photosynthesis,terrestrial,"Adams, M. S., & Fayyaz, M. M. (1979). Temperature acclimation of net photosynthesis in relation to growth of a cold hardy Chrysanthemum. Oecologia, 39(2), 239_247.",NP,Terrestrial,C3
768,815,27.246,0.099985021,shoot,Plantae,Spermatophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,Chrysanthemum morifolium,net photosynthesis,terrestrial,"Adams, M. S., & Fayyaz, M. M. (1979). Temperature acclimation of net photosynthesis in relation to growth of a cold hardy Chrysanthemum. Oecologia, 39(2), 239_247.",NP,Terrestrial,C3
769,816,21.871,0.422409087,shoot,Plantae,Spermatophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,Chrysanthemum morifolium,net photosynthesis,terrestrial,"Adams, M. S., & Fayyaz, M. M. (1979). Temperature acclimation of net photosynthesis in relation to growth of a cold hardy Chrysanthemum. Oecologia, 39(2), 239_247.",NP,Terrestrial,C3
770,817,23.644,0.204126021,shoot,Plantae,Spermatophyta,Magnoliopsida,Asterales,Asteraceae,Chrysanthemum,Chrysanthemum morifolium,net photosynthesis,terrestrial,"Adams, M. S., & Fayyaz, M. M. (1979). Temperature acclimation of net photosynthesis in relation to growth of a cold hardy Chrysanthemum. Oecologia, 39(2), 239_247.",NP,Terrestrial,C3
771,818,19.497,0.38647163,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
772,819,27.04,0.377504964,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
773,820,17.814,0.591388499,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
774,821,22.074,0.080154228,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
775,822,21.862,0.359054339,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
776,823,22.498,0.087651326,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
777,824,22.876,0.450207334,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
778,825,25.625,0.084019998,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
779,826,24.018,0.353857081,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
780,827,31.088,0.284636136,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
781,828,27.247,0.256276859,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
782,829,24.613,0.148305952,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
783,830,26.22,0.148121033,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
784,831,27.284,0.179382409,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
785,832,25.233,0.223461788,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
786,833,28.527,0.161691673,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Cyperaceae,Carex,Carex aquatilis,net photosynthesis,terrestrial,"Chapin III, F. & Oechel, W. (1983) Photosynthesis, respiration, and phosphate absorption by Carex aquatilis ecotypes along latitudinal and local environmental gradients. Ecology. [Online] 64 (4), 743_751. Available from: http://www.jstor.org/stable/1937197 [Accessed: 1 July 2014].",NP,Terrestrial,C3
787,834,28.742,0.538748786,thallus tissue,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis taxiformis,net photosynthesis,marine,"Padilla-Gami_o, J. L., & Carpenter, R. C. (2007). Seasonal acclimatization of Asparagopsis taxiformis (Rhodophyta) from different biogeographic regions. Limnology and Oceanography, 52(2), 833_842.",NP,Aquatic,
788,835,28.152,0.120957739,thallus tissue,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis taxiformis,net photosynthesis,marine,"Padilla-Gami_o, J. L., & Carpenter, R. C. (2007). Seasonal acclimatization of Asparagopsis taxiformis (Rhodophyta) from different biogeographic regions. Limnology and Oceanography, 52(2), 833_842.",NP,Aquatic,
789,836,28.767,1.245720716,thallus tissue,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis taxiformis,net photosynthesis,marine,"Padilla-Gami_o, J. L., & Carpenter, R. C. (2007). Seasonal acclimatization of Asparagopsis taxiformis (Rhodophyta) from different biogeographic regions. Limnology and Oceanography, 52(2), 833_842.",NP,Aquatic,
790,837,28.751,0.760419581,thallus tissue,Plantae,Rhodophyta,Florideophyceae,Bonnemaisoniales,Bonnemaisoniaceae,Asparagopsis,Asparagopsis taxiformis,net photosynthesis,marine,"Padilla-Gami_o, J. L., & Carpenter, R. C. (2007). Seasonal acclimatization of Asparagopsis taxiformis (Rhodophyta) from different biogeographic regions. Limnology and Oceanography, 52(2), 833_842.",NP,Aquatic,
800,847,30.586,0.803221378,culture,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,Scenedesmus acutus,respiration rate,freshwater,"Staehr, P. A. & Birkeland, M. J. (2006). Temperature acclimation of growth, photosynthesis and respiration in two mesophilic phytoplankton species. Phycologia, 45, 648-656.",R,Aquatic,
801,848,33.136,0.789318368,culture,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,Scenedesmus acutus,respiration rate,freshwater,"Staehr, P. A. & Birkeland, M. J. (2006). Temperature acclimation of growth, photosynthesis and respiration in two mesophilic phytoplankton species. Phycologia, 45, 648-656.",R,Aquatic,
802,849,33.834,0.745941251,culture,Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Scenedesmus,Scenedesmus acutus,respiration rate,freshwater,"Staehr, P. A. & Birkeland, M. J. (2006). Temperature acclimation of growth, photosynthesis and respiration in two mesophilic phytoplankton species. Phycologia, 45, 648-656.",R,Aquatic,
817,864,26.08,0.153842527,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
820,867,25.428,0.221554715,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
822,869,25.814,0.196684368,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
823,870,26.7,0.174043618,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
824,871,25.8,0.198800532,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
825,872,25.215,0.295782872,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
826,873,25.729,0.255655122,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
828,875,25.939,0.336105734,shoot,Plantae,Spermatophyta,Magnoliopsida,Ericales,Ericaceae,Ledum,Ledum groenlandicum,net photosynthesis,terrestrial,"Smith, E. M., & Hadley, E. B. (1974). Photosynthetic and respiratory acclimation to temperature in Ledum groenlandicum populations. Arctic and Alpine Research, 6(1), 13_27.",NP,Terrestrial,C3
854,901,30.874,0.153710834,shoot,Plantae,Spermatophyta,Magnoliopsida,Asterales,Asteraceae,Crupina,Crupina vulgaris,net photosynthesis,terrestrial,"Patterson, D. T., & Mortensen, D. A. (1985). Effects of temperature and photoperiod on common crupina (Crupina vulgaris). Weed Science, 33(3), 333_339.",NP,Terrestrial,C3
862,910,28.332,0.203951101,leaf,Plantae,Spermatophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,net photosynthesis,terrestrial,"Badger, M.R., Bjorkman, O. & Armond, P.A. (1982). An analysis of photosynthetic reponse and adaptaion to temperature in higher plants: temperature acclimation in the desert evergreen Nerium oleander L. Plant, Cell and Environment, 5, pp. 85-99.",NP,Terrestrial,C3
863,911,35.05,0.165264289,leaf,Plantae,Spermatophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,net photosynthesis,terrestrial,"Badger, M.R., Bjorkman, O. & Armond, P.A. (1982). An analysis of photosynthetic reponse and adaptaion to temperature in higher plants: temperature acclimation in the desert evergreen Nerium oleander L. Plant, Cell and Environment, 5, pp. 85-99.",NP,Terrestrial,C3
864,912,37.468,0.292589284,leaf,Plantae,Spermatophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,net photosynthesis,terrestrial,"Badger, M.R., Bjorkman, O. & Armond, P.A. (1982). An analysis of photosynthetic reponse and adaptaion to temperature in higher plants: temperature acclimation in the desert evergreen Nerium oleander L. Plant, Cell and Environment, 5, pp. 85-99.",NP,Terrestrial,C3
865,913,44.874,0.307541095,leaf,Plantae,Spermatophyta,Magnoliopsida,Gentianales,Apocynaceae,Nerium,Nerium oleander,net photosynthesis,terrestrial,"Badger, M.R., Bjorkman, O. & Armond, P.A. (1982). An analysis of photosynthetic reponse and adaptaion to temperature in higher plants: temperature acclimation in the desert evergreen Nerium oleander L. Plant, Cell and Environment, 5, pp. 85-99.",NP,Terrestrial,C3
866,914,31.051,0.105772491,leaf,Plantae,Spermatophyta,Magnoliopsida,Lamiales,Oleaceae,Olea,Olea europaea,net photosynthesis,terrestrial,"Bongi, G. & Long, S.P. (1987) Light-dependent damage to photosynthesis in olive leaves during chilling and high temperature stress. Plant, Cell and Environment, 10, pp. 241-249.",NP,Terrestrial,C3
869,925,15.46,0.196606572,algae,Protista,Phaeophyceae,NA,Laminariales,Laminariaceae,Laminaria,Laminaria saccharina,net photosynthesis,marine,"Davison, I.R. (1987). Adaptation of photosynthesis in Laminaria saccharina (Phaeophyta) to the changes in growth temperature. Journal of Phycology, 23, pp. 271-283.",NP,Aquatic,
870,926,16.373,0.322527355,algae,Protista,Phaeophyceae,NA,Laminariales,Laminariaceae,Laminaria,Laminaria saccharina,net photosynthesis,marine,"Davison, I.R. (1987). Adaptation of photosynthesis in Laminaria saccharina (Phaeophyta) to the changes in growth temperature. Journal of Phycology, 23, pp. 271-283.",NP,Aquatic,
871,927,21.412,0.316516747,algae,Protista,Phaeophyceae,NA,Laminariales,Laminariaceae,Laminaria,Laminaria saccharina,net photosynthesis,marine,"Davison, I.R. (1987). Adaptation of photosynthesis in Laminaria saccharina (Phaeophyta) to the changes in growth temperature. Journal of Phycology, 23, pp. 271-283.",NP,Aquatic,
872,928,19.244,0.556825873,algae,Protista,Phaeophyceae,NA,Laminariales,Laminariaceae,Laminaria,Laminaria saccharina,net photosynthesis,marine,"Davison, I.R. (1987). Adaptation of photosynthesis in Laminaria saccharina (Phaeophyta) to the changes in growth temperature. Journal of Phycology, 23, pp. 271-283.",NP,Aquatic,
873,929,27.388,0.231249068,algae,Protista,Phaeophyceae,NA,Laminariales,Laminariaceae,Laminaria,Laminaria saccharina,net photosynthesis,marine,"Davison, I.R. (1987). Adaptation of photosynthesis in Laminaria saccharina (Phaeophyta) to the changes in growth temperature. Journal of Phycology, 23, pp. 271-283.",NP,Aquatic,
874,930,25.735,0.243475937,leaf,Plantae,Spermatophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula tortuosa,net photosynthesis,terrestrial,"Hallgren, J.E., Sundbom, E. & Strand, M. (1982). Photosynthetic response to low temperature in Betula pubescens and Betula tortuosa. Physiologia Plantarum, 54, pp. 275-282.",NP,Terrestrial,C3
875,931,22.016,0.165187468,leaf,Plantae,Spermatophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula tortuosa,net photosynthesis,terrestrial,"Hallgren, J.E., Sundbom, E. & Strand, M. (1982). Photosynthetic response to low temperature in Betula pubescens and Betula tortuosa. Physiologia Plantarum, 54, pp. 275-282.",NP,Terrestrial,C3
877,933,25.515,0.247083172,leaf,Plantae,Spermatophyta,Magnoliopsida,Fagales,Betulaceae,Betula,Betula pubescens,net photosynthesis,terrestrial,"Hallgren, J.E., Sundbom, E. & Strand, M. (1982). Photosynthetic response to low temperature in Betula pubescens and Betula tortuosa. Physiologia Plantarum, 54, pp. 275-282.",NP,Terrestrial,C3
879,935,30.206,0.158239911,shoot,Plantae,Spermatophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus suber,net photosynthesis,terrestrial,"Harley, P.C., Tenhunen, J.D. & Lange, O.L. (1986). Use of an analytical model to study limitations on net photosynthesis in Arbutus unedo under field conditions. Oecologia (Berlin), 70, pp. 393-401.",NP,Terrestrial,C3
885,941,31.326,1.191211348,algae,Protista,Dinoflagellata,Dinophyceae,Suessiales,Symbiodiniaceae,Symbiodinium,Symbiodinium microadriaticum,respiration rate,marine,"Iglesias-Prieto, R., Matta, J.L., Robins, W.A. & Trench, R.K. (1992). Photosynthetic response to elevated temperature in the symbiotic dinoflagellate Symbiodinium micriadriaticum in cluture. Proceedings of the National Academy of Science, 89, pp. 10302-10305.",R,Aquatic,
886,942,28.27,0.447482338,algae,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Aphanizomenon,NA,net photosynthesis,marine,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",NP,Aquatic,
887,945,19.332,0.348288841,algae,Bacteria,Cyanobacteria,NA,Nostocales,Nostocaceae,Aphanizomenon,NA,net photosynthesis,marine,"Konopka, A. & Brock, T.D. (1978). Efect of temperature on Blue-Green Algae (Cyanobacteria) in Lake Mendota. Applied and Environmental Microbiology, 36(4), pp. 572-576.",NP,Aquatic,
888,946,27.35,0.577000544,algae,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,net photosynthesis,marine,"Kubler, J.E. & Davison, I.R. (1993). High-temperature tolerance of photosynthesisi in the red alga Chondrus crispus. Marine Biology, 117, pp. 327-335.",NP,Aquatic,
889,947,27.505,0.698388273,algae,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Gigartinaceae,Chondrus,Chondrus crispus,net photosynthesis,marine,"Kubler, J.E. & Davison, I.R. (1993). High-temperature tolerance of photosynthesisi in the red alga Chondrus crispus. Marine Biology, 117, pp. 327-335.",NP,Aquatic,
890,948,39.032,0.466500231,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria baileyana,respiration rate,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",R,Aquatic,
891,949,34.986,0.455250233,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria orcadensis,respiration rate,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",R,Aquatic,
892,950,33.771,0.565975736,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria baileyana,net photosynthesis,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",NP,Aquatic,
893,951,32.201,0.317178078,whole plant,Plantae,Rhodophyta,Florideophyceae,Rhodymeniales,Lomentariaceae,Lomentaria,Lomentaria orcadensis,net photosynthesis,marine,"Kuebler, J.E., Davison, I.R. & Yarish, C. (1991) Photosynthetic adaptation to temperature in the read algar Lomentaria baileyana and Lomentaria orcadensis. British Phycological Journal, 26(1), pp. 9-19. ",NP,Aquatic,
916,974,30.622,0.515470774,algae,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,net photosynthesis,marine,"Lester, W.W., Adams, M.S. & Farmer, A.M. (1988). Effects of light and temperature on photosynthesis of the nuisance alga Cladophora glomerata (L.) Kutz from Green Bay, Lake Michigan. New Phytologist, 109, pp. 53-58.",NP,Aquatic,
917,975,29.777,0.617428994,algae,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,net photosynthesis,marine,"Lester, W.W., Adams, M.S. & Farmer, A.M. (1988). Effects of light and temperature on photosynthesis of the nuisance alga Cladophora glomerata (L.) Kutz from Green Bay, Lake Michigan. New Phytologist, 109, pp. 53-58.",NP,Aquatic,
918,976,27.839,0.494362272,algae,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,net photosynthesis,marine,"Lester, W.W., Adams, M.S. & Farmer, A.M. (1988). Effects of light and temperature on photosynthesis of the nuisance alga Cladophora glomerata (L.) Kutz from Green Bay, Lake Michigan. New Phytologist, 109, pp. 53-58.",NP,Aquatic,
919,977,22.404,0.83624888,algae,Plantae,Streptophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,net photosynthesis,marine,"Leuschner, C. & Rees, U. (1993). CO2 gas exchange of two intertidal seagrass species, Zostera marina L. and Zostera noltii Hornem., during emersion. marine Botany, 45, pp. 53-62. ",NP,Aquatic,
920,978,30.314,0.761967469,phytoplankton- dinoflagellate,Protista,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium cinctum,respiration rate,marine,"Lindstrom, K. (1984). Effect of temperature,light and pH on growth, photosynthesis and respiration of the dinoflagellate Peridinium cinctum fa. Westii  in laboratory cultures. Journal of Phycology, 20, pp. 212-220.",R,Aquatic,
921,979,15.178,0.981830737,phytoplankton- dinoflagellate,Protista,Dinoflagellata,Dinophyceae,Peridiniales,Peridiniaceae,Peridinium,Peridinium cinctum,net photosynthesis,marine,"Lindstrom, K. (1984). Effect of temperature,light and pH on growth, photosynthesis and respiration of the dinoflagellate Peridinium cinctum fa. Westii  in laboratory cultures. Journal of Phycology, 20, pp. 212-220.",NP,Aquatic,
