ID,OriginalID,topt,e,ConCommon,ConKingdom,ConPhylum,ConClass,ConOrder,ConFamily,ConGenus,ConSpecies,StandardisedTraitName,habitat,Citation,Metabolic_rate,Habitat,PT
221,249,45.864785,0.335856102,phyllodes,Plantae,Spermatophyta,Magnoliopsida,Fabales,Fabaceae,Acacia,Acacia craspedocarpa,net photosynthesis,terrestrial,"Hellmuth, E. (1971) Western Australia: III. Comparative Studies on Photosynthesis, Respiration and Water Relations of Ten Arid Zone and Two Semi-Arid Zone Plants Under Winter. The Journal of Ecology. [Online] 59 (1), 225_259. Available from: http://www.jstor.org/stable/2258465 [Accessed: 7 July 2014].",NP,Terrestrial,C3
228,256,19.517113,2.54355643,frond section,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma isiforme,net photosynthesis,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",NP,Aquatic,
229,257,23.585737,0.378534839,frond section,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma isiforme,net photosynthesis,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",NP,Aquatic,
230,258,20.509424,2.095245384,frond section,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma nudum,net photosynthesis,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",NP,Aquatic,
232,260,25.144122,0.958560672,frond section,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Eucheuma,Eucheuma gelidium,net photosynthesis,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",NP,Aquatic,
233,261,34.123229,1.647506021,frond section,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma isiforme,respiration rate,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",R,Aquatic,
234,262,30.956273,0.834704008,frond section,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma isiforme,respiration rate,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",R,Aquatic,
235,263,31.195105,1.340827707,frond section,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma nudum,respiration rate,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",R,Aquatic,
236,264,29.314578,0.646032304,frond section,Plantae,Rhodophyta,Florideophyceae,Gigartinales,Solieriaceae,Eucheuma,Eucheuma acanthocladum,respiration rate,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",R,Aquatic,
237,265,34.2895275,1.440057003,frond section,Plantae,Rhodophyta,Florideophyceae,Gelidiales,Gelidiaceae,Eucheuma,Eucheuma gelidium,respiration rate,marine,"Mathieson, A. & Dawes, C. (1974) Ecological studies of Floridian Eucheuma (Rhodophyta, Gigartinales). II. Photosynthesis and respiration. Bulletin of Marine Science. [Online] (636). Available from: http://scholar.google.com/scholar?hl=en&btnG=Search&q=intitle:Ecological+studies+of+floridian#8 [Accessed: 8 July 2014].",R,Aquatic,
246,274,32.89631,0.634384156,cyanobacterium,Bacteria,Cyanobacteria,NA,Chroococcales,Cyanobacteriaceae,Cyanobacterium,NA,net photosynthesis,freshwater,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",NP,Aquatic,
248,276,34.883322,0.765133301,cyanobacterium,Bacteria,Cyanobacteria,NA,Chroococcales,Cyanobacteriaceae,Cyanobacterium,NA,respiration rate,freshwater,"Tasaka, Y., Gombos, Z., Nishiyama, Y., Mohanty, P., Ohba, T., Ohki, K. & Murata, N. (1996). Targeted mutagenesis of acyl-lipid desaturases in Synechocystis: evidence for the important roles of polyunsaturated membrane lipids in growth, respiration and photosynthesis. The EMBO journal, 15, 6416-6425.",R,Aquatic,
250,278,38.571218,0.167051637,leaf,Plantae,Spermatophyta,Magnoliopsida,Rosales,Rosaceae,Rosa,Rosa hybrida,net photosynthesis,terrestrial,"Lieth, J. & Pasian, C. (1990) A model for net photosynthesis of rose leaves as a function of photosynthetically active radiation, leaf temperature, and leaf age. Journal of the American Society Ã„. [Online] 115 (3), 486_491. Available from: http://journal.ashspublications.org/content/115/3/486.short [Accessed: 8 July 2014].",NP,Terrestrial,C3
251,279,20.6148496,0.226172164,NA,Plantae,Streptophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera marina,net photosynthesis,marine,"Evans, A., Webb, K. & Penhale, P. (1986) Photosynthetic temperature acclimation in two coexisting seagrasses, Zostera marina L. and Ruppia maritima L. Aquatic Botany. [Online] 24185_197. Available from: http://www.sciencedirect.com/science/article/pii/0304377086900951 [Accessed: 8 July 2014].",NP,Aquatic,
252,280,24.1591834,0.262971608,NA,Plantae,Tracheophyta,Liliopsida,Alismatales,Cymodoceaceae,Ruppia,Ruppia maritima,net photosynthesis,freshwater,"Evans, A., Webb, K. & Penhale, P. (1986) Photosynthetic temperature acclimation in two coexisting seagrasses, Zostera marina L. and Ruppia maritima L. Aquatic Botany. [Online] 24185_197. Available from: http://www.sciencedirect.com/science/article/pii/0304377086900951 [Accessed: 8 July 2014].",NP,Aquatic,
253,281,20.0117736,0.569767907,NA,Chromista,Bacillariophyta,Fragilariophyceae,Fragilariales,Fragilariaceae,Asterionella,Asterionella formosa,net photosynthesis,freshwater,"Talling, J. (1957) Photosynthetic characteristics of some freshwater plankton diatoms in relation to underwater radiation. New Phytologist. [Online] (August).  onlinelibrary.wiley.com/",NP,Aquatic,
254,282,27.4252286,0.454112056,NA,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
255,283,23.6933765,0.29783189,NA,Chromista,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonemataceae,Skeletonema,Skeletonema marinoi,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
256,284,17.9340035,1.629849073,NA,Chromista,Bacillariophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Pseudo-nitzschia,Pseudo-nitzschia fraudulenta,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
257,285,22.1306135,0.951764773,algae,Plantae,Haptophyta,Prymnesiophyceae,Isochrysidales,Noelaerhabdaceae,Emiliania,Emiliania Huxleyi,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
258,286,22.1444975,0.316034037,algae,Plantae,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
259,287,21.419517,0.794704775,algae,Plantae,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
260,288,24.9592113,0.637856392,NA,Plantae,Haptophyta,Pavlovophyceae,Pavlovales,Pavlovaceae,Pavlova,Pavlova lutheri,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
261,289,26.635993,0.678343146,NA,Protista,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium chlorophorum,net photosynthesis,marine,"Claquin, P., Probert, I., Lefebvre, S., & Veron, B. (2008). Effects of temperature on photosynthetic parameters and TEP production in eight species of marine microalgae. Aquatic Microbial Ecology, 51, 1_11.",NP,Aquatic,
262,290,26.053371,0.272667998,NA,Plantae,Streptophyta,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,Elodea canadensis,net photosynthesis,freshwater,"Simpson, P. & Eaton, J. (1986) Comparative studies of the photosynthesis of the submerged macrophyte Elodea canadensis and the filamentous algae Cladophora glomerata and. Aquatic Botany. [Online] 24. Available from: http://www.sciencedirect.com/science/article/pii/0304377086901129 [Accessed: 9 July 2014].",NP,Aquatic,
263,291,20.956157,0.744565218,NA,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,net photosynthesis,freshwater,"Simpson, P. & Eaton, J. (1986) Comparative studies of the photosynthesis of the submerged macrophyte Elodea canadensis and the filamentous algae Cladophora glomerata and. Aquatic Botany. [Online] 24. Available from: http://www.sciencedirect.com/science/article/pii/0304377086901129 [Accessed: 9 July 2014].",NP,Aquatic,
264,292,20.685667,0.769326316,NA,Chlorobiota,Zygnemophyta,Zygnemophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra Link,net photosynthesis,freshwater,"Simpson, P. & Eaton, J. (1986) Comparative studies of the photosynthesis of the submerged macrophyte Elodea canadensis and the filamentous algae Cladophora glomerata and. Aquatic Botany. [Online] 24. Available from: http://www.sciencedirect.com/science/article/pii/0304377086901129 [Accessed: 9 July 2014].",NP,Aquatic,
265,293,28.429269,0.793153424,NA,Plantae,Streptophyta,Liliopsida,Alismatales,Hydrocharitaceae,Elodea,Elodea canadensis,respiration rate,freshwater,"Simpson, P. & Eaton, J. (1986) Comparative studies of the photosynthesis of the submerged macrophyte Elodea canadensis and the filamentous algae Cladophora glomerata and. Aquatic Botany. [Online] 24. Available from: http://www.sciencedirect.com/science/article/pii/0304377086901129 [Accessed: 9 July 2014].",R,Aquatic,
266,294,25.874269,0.430465669,NA,Plantae,Chlorophyta,Ulvophyceae,Cladophorales,Cladophoraceae,Cladophora,Cladophora glomerata,respiration rate,freshwater,"Simpson, P. & Eaton, J. (1986) Comparative studies of the photosynthesis of the submerged macrophyte Elodea canadensis and the filamentous algae Cladophora glomerata and. Aquatic Botany. [Online] 24. Available from: http://www.sciencedirect.com/science/article/pii/0304377086901129 [Accessed: 9 July 2014].",R,Aquatic,
267,295,25.05106,0.590575359,NA,Chlorobiota,Zygnemophyta,Zygnemophyceae,Zygnematales,Zygnemataceae,Spirogyra,Spirogyra Link,respiration rate,freshwater,"Simpson, P. & Eaton, J. (1986) Comparative studies of the photosynthesis of the submerged macrophyte Elodea canadensis and the filamentous algae Cladophora glomerata and. Aquatic Botany. [Online] 24. Available from: http://www.sciencedirect.com/science/article/pii/0304377086901129 [Accessed: 9 July 2014].",R,Aquatic,
268,296,18.554382,0.387822809,NA,Plantae,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorellaceae,Chlorella,Chlorella vulgaris,net photosynthesis,freshwater,"Zlotnik, I. & Dubinsky, Z. (1989) The effect of light and temperature on DOC excretion by phytoplankton. Limnology and Oceanography. [Online] 34 (5), 831_839. Available from: http://avto.aslo.info/lo/toc/vol_34/issue_5/0831.pdf [Accessed: 9 July 2014].",NP,Aquatic,
270,298,17.3075626,1.174569821,algae,Plantae,Haptophyta,Prymnesiophyceae,Isochrysidales,Isochrysidaceae,Isochrysis,Isochrysis galbana,net photosynthesis,marine,"Zlotnik, I. & Dubinsky, Z. (1989) The effect of light and temperature on DOC excretion by phytoplankton. Limnology and Oceanography. [Online] 34 (5), 831_839. Available from: http://avto.aslo.info/lo/toc/vol_34/issue_5/0831.pdf [Accessed: 9 July 2014].",NP,Aquatic,
272,300,26.5027097,0.810848357,NA,Bacteria,Cyanobacteria,NA,Chroococcales,NA,Synechococcus,Synechococcus sp.,net photosynthesis,freshwater,"Zlotnik, I. & Dubinsky, Z. (1989) The effect of light and temperature on DOC excretion by phytoplankton. Limnology and Oceanography. [Online] 34 (5), 831_839. Available from: http://avto.aslo.info/lo/toc/vol_34/issue_5/0831.pdf [Accessed: 9 July 2014].",NP,Aquatic,
273,301,34.0680985,0.152295816,NA,Bacteria,Cyanobacteria,NA,Chroococcales,NA,Synechococcus,Synechococcus sp.,net photosynthesis,freshwater,"Zlotnik, I. & Dubinsky, Z. (1989) The effect of light and temperature on DOC excretion by phytoplankton. Limnology and Oceanography. [Online] 34 (5), 831_839. Available from: http://avto.aslo.info/lo/toc/vol_34/issue_5/0831.pdf [Accessed: 9 July 2014].",NP,Aquatic,
274,302,33.938417,0.2268571,apical shoot,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Droseraceae,Aldrovanda,Aldrovanda vesiculosa,net photosynthesis,freshwater,"Adamec, L. (1997) Photosynthetic characteristics of the aquatic carnivorous plant Aldrovanda vesiculosa. Aquatic Botany. [Online] 59297_306. Available from: http://www.sciencedirect.com/science/article/pii/S0304377097000545 [Accessed: 9 July 2014].",NP,Aquatic,
278,306,34.60915,0.624241171,leaf section,Plantae,Tracheophyta,Liliopsida,Alismatales,Cymodoceaceae,Cymodocea,Cymodocea nodosa,respiration rate,marine,"Drew, E. a. (1979) Physiological aspects of primary production in seagrasses. Aquatic Botany. [Online] 7139_150.",R,Aquatic,
279,307,35.892441,0.352776323,leaf section,Plantae,Streptophyta,Liliopsida,Alismatales,Posidoniaceae,Posidonia,Posidonia oceanica,respiration rate,marine,"Drew, E. a. (1979) Physiological aspects of primary production in seagrasses. Aquatic Botany. [Online] 7139_150.",R,Aquatic,
281,309,23.005978,0.456921813,leaf,Plantae,Spermatophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,net photosynthesis,terrestrial,"Cen, Y. & Sage, R. (2005) The regulation of Rubisco activity in response to variation in temperature and atmospheric CO2 partial pressure in sweet potato. Plant physiology. [Online] 139 (October), 979_990.",NP,Terrestrial,C3
282,310,27.174978,0.228712082,leaf,Plantae,Spermatophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,net photosynthesis,terrestrial,"Cen, Y. & Sage, R. (2005) The regulation of Rubisco activity in response to variation in temperature and atmospheric CO2 partial pressure in sweet potato. Plant physiology. [Online] 139 (October), 979_990.",NP,Terrestrial,C3
283,311,30.836882,0.404281813,leaf,Plantae,Spermatophyta,Magnoliopsida,Solanales,Convolvulaceae,Ipomoea,Ipomoea batatas,net photosynthesis,terrestrial,"Cen, Y. & Sage, R. (2005) The regulation of Rubisco activity in response to variation in temperature and atmospheric CO2 partial pressure in sweet potato. Plant physiology. [Online] 139 (October), 979_990.",NP,Terrestrial,C3
286,314,32.430937,0.083202823,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,net photosynthesis,terrestrial,"Kim, S., Gitz, D., Sicher, R., Baker, J., Timlin, D., & Reddy, V. (2007). Temperature dependence of growth, development, and photosynthesis in maize under elevated CO2. Environmental and Experimental Botany, 61(3), 224_236.",NP,Terrestrial,C4
288,316,37.336551,0.516958992,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,respiration rate,terrestrial,"Kim, S., Gitz, D., Sicher, R., Baker, J., Timlin, D., & Reddy, V. (2007). Temperature dependence of growth, development, and photosynthesis in maize under elevated CO2. Environmental and Experimental Botany, 61(3), 224_236.",R,Terrestrial,C4
289,317,35.704993,0.552405862,leaf,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Zea,Zea mays,respiration rate,terrestrial,"Kim, S., Gitz, D., Sicher, R., Baker, J., Timlin, D., & Reddy, V. (2007). Temperature dependence of growth, development, and photosynthesis in maize under elevated CO2. Environmental and Experimental Botany, 61(3), 224_236.",R,Terrestrial,C4
290,318,20.8632948,0.363766088,leaf,Plantae,Spermatophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus ilex,net photosynthesis,terrestrial,"Gratani, L., Pesoli, P., Crescente, M. F., Aichner, K., & Larcher, W. (2000). Photosynthesis as a temperature indicator in Quercus ilex L. Global and Planetary Change, 24(2), 153_163.",NP,Terrestrial,C3
291,319,23.034556,0.472030838,leaves of seedlings,Plantae,Tracheophyta,Liliopsida,Poales,Poaceae,Dactylis,Dactylis glomerata,net photosynthesis,terrestrial,"Cooper, P., Charles-Edwards, D. A., & Charles-Edwards, J. (1971). The influence of temperature on photosynthesis and transpiration in ten temperate grass varieties grown in four different environments. Journal of Ã„, 22(72). Retrieved from http://jxb.oxfordjournals.org/content/22/3/650.short",NP,Terrestrial,C3
293,321,31.747094,0.541364143,leaf,Plantae,Spermatophyta,Magnoliopsida,Fagales,Fagaceae,Quercus,Quercus myrsinaefolia,respiration rate,terrestrial,"Hikosaka, K., Murakami, a., & Hirose, T. (1999). Balancing carboxylation and regeneration of ribulose-1,5- bisphosphate in leaf photosynthesis: temperature acclimation of an evergreen tree, Quercus myrsinaefolia. Plant, Cell and Environment, 22(7), 841_849.",R,Terrestrial,C3
296,324,44.464217,0.343846464,NA,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Tidestromia,Tidestromia oblongifolia,net photosynthesis,terrestrial,"Bjorkman, O., Mooney, H., & Ehleringer, J. (1975). Photosynthetic responses of plants from habitats with contrasting thermal environments. Carnegie Inst Wash Ã„. Retrieved from http://carnegiescience.edu/files/YB74.pdf#page=7",NP,Terrestrial,C3
297,325,34.319542,0.056678168,NA,Plantae,Spermatophyta,Magnoliopsida,Caryophyllales,Amaranthaceae,Atriplex,Atriplex glabriuscula,net photosynthesis,terrestrial,"Bjorkman, O., Mooney, H., & Ehleringer, J. (1975). Photosynthetic responses of plants from habitats with contrasting thermal environments. Carnegie Inst Wash Ã„. Retrieved from http://carnegiescience.edu/files/YB74.pdf#page=7",NP,Terrestrial,C3
298,326,22.9303613,0.248384501,NA,Plantae,Spermatophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Phaseolus vulgaris,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C3
299,327,20.050876,0.328323439,NA,Plantae,Spermatophyta,Magnoliopsida,Fabales,Fabaceae,Phaseolus,Phaseolus vulgaris,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C3
303,331,27.528501,0.273601772,NA,Plantae,Spermatophyta,Magnoliopsida,Solanales,Solanaceae,Lycopersicon,Lycopersicum esculentum,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C3
304,332,24.6780724,0.28591139,NA,Plantae,Spermatophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia desertorum,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C3
305,333,21.989279,0.137182626,NA,Plantae,Spermatophyta,Magnoliopsida,Lamiales,Scrophulariaceae,Scrophularia,Scrophularia desertorum,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C4
306,334,24.01307,0.268763158,NA,Plantae,Spermatophyta,Magnoliopsida,Capparales,Brassicaceae,Cardaria,Cardaria draba,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C3
307,335,21.4115893,0.126765649,NA,Plantae,Spermatophyta,Magnoliopsida,Capparales,Brassicaceae,Cardaria,Cardaria draba,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C3
309,337,28.12974,0.248419498,NA,Plantae,Spermatophyta,Magnoliopsida,Violales,Salicaceae,Populus,Populus fremontii,net photosynthesis,terrestrial,"Sage, R. F., & Sharkey, T. D. (1987). The Effect of Temperature on the Occurrence of O(2) and CO(2) Insensitive Photosynthesis in Field Grown Plants. Plant Physiology, 84(3), 658_64. Retrieved from http://www.pubmedcentral.nih.gov/articlerender.fcgi?artid=1056646&tool=pmcentrez&rendertype=abstract",NP,Terrestrial,C3
310,338,25.580098,0.843376517,fronds,Plantae,Angiospermae,Liliopsida,Alismatales,Araceae,Lemna,Lemna minor,net photosynthesis,freshwater,"Wedge, R., & Burris, J. (1982). Effects of light and temperature on duckweed photosynthesis. Aquatic Botany, 12(199), 133_140. Retrieved from http://www.sciencedirect.com/science/article/pii/030437708290047X",NP,Aquatic,
311,339,30.89415,0.721462763,fronds,Plantae,Angiospermae,Liliopsida,Alismatales,Araceae,Spirodela,Spirodela punctata,net photosynthesis,freshwater,"Wedge, R., & Burris, J. (1982). Effects of light and temperature on duckweed photosynthesis. Aquatic Botany, 12(199), 133_140. Retrieved from http://www.sciencedirect.com/science/article/pii/030437708290047X",NP,Aquatic,
312,340,32.730827,0.480573096,tips,Plantae,Spermatophyta,Magnoliopsida,Saxifragales,Haloragaceae,Myriophyllum,Myriophyllum spicatum,net photosynthesis,freshwater,"Titus, J., & Adams, M. (1979). Coexistence and the comparative light relations of the submersed macrophytes Myriophyllum spicatum L. and Vallisneria americana Michx. Oecologia, 286, 273_286. Retrieved from http://link.springer.com/article/10.1007/BF00345324",NP,Aquatic,
313,341,32.06349,0.618437092,shoot,Plantae,Streptophyta,Liliopsida,Alismatales,Hydrocharitaceae,Vallisneria,Vallisneria americana,net photosynthesis,freshwater,"Titus, J., & Adams, M. (1979). Coexistence and the comparative light relations of the submersed macrophytes Myriophyllum spicatum L. and Vallisneria americana Michx. Oecologia, 286, 273_286. Retrieved from http://link.springer.com/article/10.1007/BF00345324",NP,Aquatic,
317,345,39.7965651,0.46181827,leaf blades,Plantae,Streptophyta,Liliopsida,Alismatales,Zosteraceae,Zostera,Zostera muelleri,net photosynthesis,marine,"Kerr, E., & Strother, S. (1985). Effects of irradiance, temperature and salinity on photosynthesis of Zostera muelleri. Aquatic Botany, 23, 177_183. Retrieved from http://www.sciencedirect.com/science/article/pii/0304377085900634",NP,Aquatic,
319,347,23.876694,0.588352931,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,Chromatium sp.,net photosynthesis,freshwater,"Takahashi, M., & Ichimura, S. (1970). Photosynthetic properties and growth of photosynthetic sulfur bacteria in lakes. Limnol. Oceanogr. Retrieved from http://www.aslo.org/lo/pdf/vol_15/issue_6/0929.pdf",NP,Aquatic,
320,348,33.9289,0.524711722,NA,Bacteria,Proteobacteria,Gammaproteobacteria,Chromatiales,Chromatiaceae,Chromatium,Chromatium sp.,net photosynthesis,freshwater,"Takahashi, M., & Ichimura, S. (1970). Photosynthetic properties and growth of photosynthetic sulfur bacteria in lakes. Limnol. Oceanogr. Retrieved from http://www.aslo.org/lo/pdf/vol_15/issue_6/0929.pdf",NP,Aquatic,
321,349,33.465389,0.609794556,NA,Bacteria,NA,NA,Chlorobiales,Chlorobiaceae,Chrorobium,Chrorobium sp.,net photosynthesis,freshwater,"Takahashi, M., & Ichimura, S. (1970). Photosynthetic properties and growth of photosynthetic sulfur bacteria in lakes. Limnol. Oceanogr. Retrieved from http://www.aslo.org/lo/pdf/vol_15/issue_6/0929.pdf",NP,Aquatic,
