,rmax,topt,ctmin,ctmax,e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness,orginalID,AIC
516,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,546,NULL
517,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547,NULL
518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,548,NULL
519,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,549,NULL
520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,550,NULL
521,0.001180215,37.435,-5.997,40.299,0.499075155,NA,1.888300877,2.864,46.296,5.374,NA,551,-91.15890299
522,0.000881562,38.117,0.686,40.928,0.594152554,NA,2.128555844,2.811,40.242,4.601,NA,552,-83.12993129
523,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,553,NULL
524,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554,NULL
525,0.001205004,38.497,-0.559,41.336,0.569718095,NA,2.068246177,2.839,41.895,4.963,NA,555,-73.09887564
526,0.00098307,38.53,0.58,41.358,0.538990559,NA,1.992833805,2.828,40.778,4.872,NA,556,-70.70479537
527,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,557,NULL
528,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,558,NULL
529,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,559,NULL
530,2.79E-06,33.170178,-13.763822,70.060178,0.349406752,NA,1.586162868,36.89,83.824,15.265,NA,560,-175.2528361
531,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,561,NULL
532,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,562,NULL
533,2.86E-06,34.237682,-14.950318,64.034682,0.427114114,NA,1.75906394,29.797,78.985,13.957,NA,563,-153.2466585
534,8.84E-06,20.3015204,-7.4964796,Inf,0.592282119,NA,2.298463899,Inf,Inf,3.761,NA,564,-1561.779743
535,6.50E-06,17.838159,-6.019841,36.698159,-0.005382911,0.358228428,0.991783999,18.86,42.718,3.795,-0.363611339,565,-563.121476
536,6.00E-06,18.281575,6.888575,23.698575,0.614860968,3.762820249,2.329912896,5.417,16.81,2.302,-3.14795928,566,-292.844215
537,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,567,NULL
538,6.29E-06,18.298918,15.051918,26.461918,3.201654582,2.000333305,NA,8.163,11.41,1.584,1.201321277,568,-167.3668996
539,5.86E-06,20.824038,2.355038,23.141038,0.951006635,NA,3.658672547,2.317,20.786,2.591,NA,569,-565.9447798
540,1.33E-06,22.096277,-27.195723,Inf,0.380532846,NA,1.692882031,Inf,Inf,4.935,NA,570,-894.6148215
541,1.45E-06,22.286749,-11.904251,Inf,0.374914245,NA,1.672971522,Inf,Inf,5.652,NA,571,-846.7725087
542,1.52E-06,22.545972,#NAME?,Inf,0.26276918,NA,1.440085079,Inf,Inf,6.846,NA,572,-653.0949629
543,1.01E-05,35.271668,#NAME?,38.592668,0.133435119,NA,1.191877901,3.321,Inf,15.143,NA,573,-276.4688815
544,9.21E-06,24.205003,3.360003,85.333003,0.666156074,0.388439768,2.477878698,61.128,81.973,12.617,0.277716306,574,-283.3223763
545,4.68E-06,25.386796,-2.658204,64.340796,1.063977851,0.320102,4.278133372,38.954,66.999,12.297,0.743875851,575,-282.3067359
546,1.10E-05,26.775705,4.379705,63.876705,0.994005449,0.443958856,3.831133566,37.101,59.497,10.624,0.550046593,576,-271.9908863
547,1.45E-05,23.243539,11.507539,63.133539,0.955792847,0.955040772,3.616990798,39.89,51.626,7.712,0.000752075,577,-259.4588806
548,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,578,NULL
549,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579,NULL
550,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,580,NULL
551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,581,NULL
552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582,NULL
553,6.79E-05,26.380384,8.456384,32.442384,1.092125755,NA,4.346982119,6.062,23.986,4.005,NA,583,-257.1988701
554,1.67E-05,6.0137343,#NAME?,25.4287343,NA,0.467542056,NA,19.415,Inf,15.356,NA,584,-251.9090215
555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,585,NULL
556,7.60E-19,10.524,-18.734,Inf,NA,0.253876325,NA,Inf,Inf,19.345,NA,586,-411.7397171
557,1.95E-18,5,#NAME?,37.288,NA,0.188683725,NA,32.288,Inf,15.83,NA,587,-486.2549541
558,4.24E-18,5,#NAME?,Inf,NA,-0.132138544,NA,Inf,Inf,18.754,NA,588,-460.5675323
559,6.56E-18,5,#NAME?,Inf,NA,-0.17474211,NA,Inf,Inf,14.367,NA,589,-455.3289207
560,5.69E-18,9.518,#NAME?,Inf,NA,0.107001508,NA,Inf,Inf,29.394,NA,590,-534.0248692
561,3.79E-18,9.74,-25.167,Inf,NA,0.207557467,NA,Inf,Inf,25.453,NA,591,-618.5484841
562,1.07E-17,2.52598887,#NAME?,31.82498887,NA,-0.129497991,NA,29.299,Inf,27.726,NA,592,-2214.44141
563,4.53E-18,16.231546,#NAME?,Inf,0.620120565,0.511692955,2.442381603,Inf,Inf,30.075,0.10842761,593,-537.5245209
564,4.77E-18,5.0148892,#NAME?,Inf,NA,-0.26190616,NA,Inf,Inf,23.926,NA,594,-536.9100548
565,5.78E-05,23.03200416,-9.38399584,30.83500416,0.636444593,3.762622176,2.457560352,7.803,40.219,6.145,-3.126177583,595,-188.6916107
566,5.82E-05,23.4536474,-10.8813526,36.3956474,0.538972641,1.36186865,2.122600197,12.942,47.277,8.1,-0.822896009,596,-624.7929152
567,4.24E-05,26.0678035,-15.3921965,34.8718035,0.465901797,NA,1.896002198,8.804,50.264,7.523,NA,597,-165.5432911
568,2.90E-05,28.7922058,-1.1227942,43.0662058,0.721947564,NA,2.672073059,14.274,44.189,7.905,NA,598,-171.3995438
569,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,599,NULL
570,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,NULL
571,3.52E-05,31.215,-3.428,Inf,0.447900094,0.250053595,1.813375996,Inf,Inf,17.406,0.1978465,601,-455.3860885
572,3.24E-05,30.413,-5.66,84.552,0.413365226,0.333407143,1.732594284,54.139,90.212,16.344,0.079958083,602,-441.1023015
573,3.17E-05,38.96,-1.943,Inf,0.423668601,0.262874841,1.721535188,Inf,Inf,16.84,0.16079376,603,-478.2056415
574,1.45E-05,39.767,-0.033,85.569,0.484799248,0.207023069,1.859372797,45.802,85.602,11.209,0.277776179,604,-501.9197752
575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605,NULL
576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,606,NULL
577,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,607,NULL
578,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,608,NULL
579,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,609,NULL
580,1.37E-06,17.557,13.293,65.55,0.982316406,0.539272098,4.106129918,47.993,52.257,5.387,0.443044308,610,-159.6528177
581,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,611,NULL
582,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,NULL
583,3.01E-06,30,-24.542,Inf,0.22599242,NA,1.357544906,Inf,Inf,11.896,NA,613,-161.4541716
584,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,NULL
585,4.71E-06,28.454,-22.425,31.24,0.353500459,NA,1.632450623,2.786,53.665,6.152,NA,615,-158.2476241
586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,NULL
587,5.68E-06,21.166,-32.559,28.023,0.339180198,NA,1.623920511,6.857,60.582,8.157,NA,617,-146.6521367
588,6.53E-06,16.67,-13.433,39.4,0.549522834,NA,2.223058434,22.73,52.833,9.957,NA,618,-154.9548523
589,7.59E-06,16.076,-48.458,27.507,0.239549909,NA,1.417965913,11.431,75.965,11.362,NA,619,-151.3069185
590,2.58E-06,18.145,#NAME?,21.139,0.121429085,NA,1.191386312,2.994,Inf,14.621,NA,620,-148.0914146
591,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,621,NULL
592,1.26E-05,18.29,-14.024,Inf,0.378634022,NA,1.736404267,Inf,Inf,16.193,NA,622,-174.011988
593,8.23E-06,16.095,-15.781,Inf,0.347900192,NA,1.661169719,Inf,Inf,17.368,NA,623,-155.4696387
594,3.60E-06,20.189,-26.244,43.515,0.323132709,NA,1.587121151,23.326,69.759,12,NA,624,-158.7659176
595,4.96E-06,19.131,-18.169,49.859,0.511569723,NA,2.109324646,30.728,68.028,12.597,NA,625,-158.9171734
596,5.00E-06,20.235,-26.007,39.059,0.343984031,NA,1.634802935,18.824,65.066,11.449,NA,626,-167.3015883
597,4.07E-06,21.186,-10.68,30.461,0.615717152,NA,2.394353556,9.275,41.141,6.612,NA,627,-160.8644854
598,3.40E-06,20.157,-11.279,40.908,0.532976793,NA,2.131341661,20.751,52.187,9.729,NA,628,-161.2163083
599,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,629,NULL
600,4.57E-06,19.876,-6.35,49.111,0.767168788,NA,3.0392748,29.235,55.461,10.296,NA,630,-164.9075481
601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,631,NULL
602,4.71E-06,19.898,-4.088,44.447,0.896953624,NA,3.662180923,24.549,48.535,9.136,NA,632,-179.9986203
603,20.27164668,19.022,-10.708,22.742,0.678430249,NA,NA,3.72,33.45,4.258,NA,633,33.92178363
604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,634,NULL
605,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,635,NULL
606,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,636,NULL
607,1.02E-05,19.144,-3.988,Inf,0.237515639,0.290642422,1.388052642,Inf,Inf,13.391,-0.053126783,637,-307.723122
608,8.93E-06,24.376,#NAME?,62.475,0.137395356,0.32571124,1.205497675,38.099,Inf,18.079,-0.188315885,638,-189.0810032
609,9.54E-06,32.155,2.409,61.056,0.660767682,NA,2.396070444,28.901,58.647,8.468,NA,639,-153.5248415
610,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,640,NULL
611,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,641,NULL
612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,642,NULL
613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643,NULL
614,8.87E-05,32.94,-1.952,35.643,0.620891007,NA,2.280986532,2.703,37.595,4.298,NA,644,-110.9425272
615,0.000860051,5,#NAME?,43.565,NA,0.182084558,NA,38.565,Inf,17.524,NA,645,-76.92302987
616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,646,NULL
617,0.002322844,30,-3.414,Inf,0.287112347,NA,1.47358748,Inf,Inf,8.241,NA,647,-68.38852447
618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,648,NULL
619,2.82E-05,27.141,-6.092,48.619,0.554194762,NA,2.121047035,21.478,54.711,8.362,NA,661,-128.2027061
620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,662,NULL
621,4.31E-05,35.051,#NAME?,46.499,0.200517835,1.69150027,1.299872138,11.448,Inf,16.393,-1.490982435,663,-172.649933
622,4.07E-05,29.609,-2.483,69.987,NA,0.307689338,NA,40.378,72.47,13.47,NA,664,-111.3177714
623,4.44E-05,27.379,#NAME?,61.731,0.125045392,0.440181437,1.182507952,34.352,Inf,22.445,-0.315136045,665,-145.2848885
624,3.81E-05,25.572,-14.022,Inf,0.200232173,0.277765901,1.307907962,Inf,Inf,18.805,-0.077533728,666,-176.6844232
625,3.16E-05,27.516,#NAME?,53.368,0.142443589,0.52055007,1.214013818,25.852,Inf,24.929,-0.378106481,667,-179.9263738
626,3.49E-05,26.908,-4.433,Inf,NA,0.21747556,NA,Inf,Inf,17.379,NA,668,-119.2185464
627,3.97E-06,29.983,6.801,Inf,0.585253344,0.418798283,2.167079411,Inf,Inf,16.728,0.16645506,669,-484.8738665
628,8.38E-06,18.833,11.056,Inf,3.790209878,0.276673568,NA,Inf,Inf,9.959,3.513536309,670,-395.5329784
629,106.3977755,32.703,-28.396,52.919,0.288272395,0.815091525,NA,20.216,81.315,13.955,-0.526819131,671,48.56793132
630,105.0223245,37.29,-18.676,61.755,0.317076181,0.676275388,NA,24.465,80.431,14.463,-0.359199206,672,65.69985045
631,2.36E-05,25.066,#NAME?,Inf,0.130761705,0.154699709,1.196150298,Inf,Inf,24,-0.023938004,673,-162.7244845
632,2.77E-05,25.154,-4.876,Inf,0.241475764,0.034404762,1.389283698,Inf,Inf,21.344,0.207071003,674,-173.6336389
633,3.15E-05,27.433,-2.191,Inf,0.438491249,0.084849553,1.813691316,Inf,Inf,17.184,0.353641696,675,-154.559123
634,3.12E-05,28.58,1.683,Inf,0.550884384,NA,2.116213632,Inf,Inf,16.379,NA,676,-120.9070382
635,3.56E-05,25.499,-17.114,Inf,0.254927813,0.051225144,1.416811854,Inf,Inf,21.272,0.203702669,677,-155.4794038
636,4.26E-05,23.786,0.127,Inf,0.492704184,0.108382223,1.976924189,Inf,Inf,20.077,0.384321961,678,-158.1899483
637,4.55E-05,28.814,1.871,Inf,0.427103147,NA,1.767442837,Inf,Inf,15.666,NA,679,-145.9154771
638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,680,NULL
639,1.22E-05,26.532,-4.211,Inf,0.305962024,0.270257463,1.514281296,Inf,Inf,18.688,0.035704561,681,-310.5627458
640,6.76E-06,34.478,-0.422,79.179,0.422771701,0.335247233,1.718110877,44.701,79.601,14.771,0.087524469,682,-313.2250092
641,2.96E-05,35.931,-3.561,84.283,0.424322928,NA,1.727879833,48.352,87.844,13.14,NA,683,-125.0829904
642,2.36E-05,30.54,#NAME?,52.316,NA,0.499794871,NA,21.776,Inf,18.146,NA,684,-158.4375098
643,2.95E-05,34.663,1.165,Inf,0.461793551,NA,1.813495858,Inf,Inf,12.888,NA,685,-146.2329554
644,2.77E-05,27.01,#NAME?,76.885,NA,0.335542421,NA,49.875,Inf,15.754,NA,686,-153.9812565
645,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687,NULL
646,4.37E-05,35.441,#NAME?,60.993,NA,0.388078981,NA,25.552,Inf,16.355,NA,688,-129.0512907
647,2.69E-05,30.853,#NAME?,43.452,0.163616495,1.32964374,1.236467965,12.599,Inf,15.533,-1.166027245,689,-209.9646689
648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690,NULL
649,6.43E-05,23.58,-14.81,55.308,0.454749062,0.485542401,1.895007212,31.728,70.118,13.305,-0.030793339,691,-152.7366701
650,6.76E-05,21.39,-23.272,43.344,0.346339677,0.995446483,1.628386705,21.954,66.616,12.12,-0.649106805,692,-153.0159279
651,6.27E-05,15.04,-20.606,Inf,0.180862072,0.225056914,1.298444023,Inf,Inf,21.516,-0.044194842,693,-153.5951236
652,6.19E-05,15.317,-19.48,Inf,0.236351357,0.268124585,1.406502193,Inf,Inf,18.914,-0.031773228,694,-160.4310409
653,3.87E-06,21.651,-0.161,Inf,0.65846607,0.359259571,2.508521143,Inf,Inf,13.921,0.299206498,695,-244.6616915
654,0.112785356,43.123,-2.352,54.74,0.480455185,2.162813325,1.796491847,11.617,57.092,8.994,-1.682358141,696,-52.09379758
655,0.061465388,45.614,#NAME?,54.158,0.427038047,1.940763443,1.663368823,8.544,Inf,9.934,-1.513725397,697,-73.74471383
656,1.39E-05,17.131,-14.96,Inf,NA,0.192830648,NA,Inf,Inf,20.632,NA,700,-142.1368481
657,1.30E-05,18.868,-2.458,Inf,NA,0.159971383,NA,Inf,Inf,18.613,NA,701,-136.4125024
658,1.23E-05,21.153,-0.402,Inf,0.604600692,NA,2.334102052,Inf,Inf,18.283,NA,702,-126.9726031
659,2.54E-05,24.333,-12.62,Inf,0.359874552,NA,1.658792666,Inf,Inf,19.64,NA,703,-141.83351
660,2.05E-05,25.331,-3.854,Inf,0.523593519,NA,2.085102168,Inf,Inf,18.184,NA,704,-153.869034
661,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,705,NULL
662,4.20E-05,27.675,-4.477,Inf,0.371295001,NA,1.655536208,Inf,Inf,15.717,NA,706,-112.3530493
663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,707,NULL
664,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,708,NULL
665,1.51E-05,14.848,-14.064,Inf,NA,0.176011132,NA,Inf,Inf,21.384,NA,709,-130.8839482
666,1.25E-05,17.623,-3.475,Inf,NA,0.113962993,NA,Inf,Inf,23.661,NA,710,-135.5804652
667,1.31E-05,22.177,-7.309,Inf,0.49972084,NA,2.01767954,Inf,Inf,15.963,NA,711,-129.9758283
668,2.75E-05,22.97,-5.73,Inf,0.316419199,NA,1.559612722,Inf,Inf,22.538,NA,712,-134.4399179
669,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,713,NULL
670,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,714,NULL
671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,715,NULL
672,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,716,NULL
673,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,717,NULL
674,6.36E-06,14.51,-6.843,Inf,NA,0.225085313,NA,Inf,Inf,18.684,NA,718,-119.6328768
675,9.50E-06,17.161,-11.371,Inf,NA,0.118938493,NA,Inf,Inf,24.678,NA,719,-133.890065
676,6.89E-06,15.909,-13.85,83.698,NA,0.336373928,NA,67.789,97.548,16.044,NA,720,-137.9645363
677,9.63E-06,9.276,4.005,Inf,NA,0.077918219,NA,Inf,Inf,24.49,NA,721,-118.6526236
678,1.47E-05,24.991,-9.215,Inf,0.31024777,NA,1.545973228,Inf,Inf,20.796,NA,722,-122.2832119
679,9.20E-06,16.047,-4.306,Inf,NA,0.184310976,NA,Inf,Inf,18.954,NA,723,-125.7820965
680,1.21E-05,19.438,-0.092,Inf,NA,0.017290447,NA,Inf,Inf,24.893,NA,724,-113.1704524
681,2.44E-05,28.275,-13.711,Inf,0.325254534,NA,1.558111096,Inf,Inf,15.635,NA,725,-117.8162401
682,1.23E-05,19.288,-6.835,Inf,NA,0.210740497,NA,Inf,Inf,18.618,NA,726,-115.222042
683,5.75E-05,26.949,#NAME?,48.982,0.235743046,NA,1.373326172,22.033,Inf,14.772,NA,727,-122.7995427
684,6.78E-05,25.77,-21.031,49.977,0.281606635,NA,1.459924741,24.207,71.008,13.014,NA,728,-113.1641887
685,4.40E-05,26.811,-27.481,53.4,0.262024859,NA,1.42271197,26.589,80.881,14.808,NA,729,-129.8298292
686,6.00E-05,27.565,-10.097,68.867,0.395234604,NA,1.701840539,41.302,78.964,14.867,NA,730,-119.9146681
687,5.82E-05,25.505,-2.168,68.446,0.429234904,NA,1.779632296,42.941,70.614,12.768,NA,731,-127.3446754
688,3.49E-05,29.39,-3.218,61.386,0.578130729,NA,2.173714293,31.996,64.604,11.817,NA,732,-124.2133616
689,3.66E-05,27.166,-15.21,48.828,0.39862401,NA,1.709591507,21.662,64.038,11.665,NA,733,-142.5671024
690,4.24E-05,29.096,-3.153,75.37,0.526352763,NA,2.028061182,46.274,78.523,12.779,NA,734,-126.947687
691,4.54E-05,29.944,-1.238,Inf,0.361633177,NA,1.625547152,Inf,Inf,15.238,NA,735,-122.5295702
692,4.51E-05,29.929,-14.748,45.02,0.454152062,NA,1.841808832,15.091,59.768,10.082,NA,736,-125.5638589
693,4.51E-05,29.567,-3.264,70.608,0.545141815,NA,2.079579469,41.041,73.872,12.169,NA,737,-120.5635346
694,3.36E-05,27.437,-18.833,72.65,0.272225237,NA,1.442107369,45.213,91.483,16.44,NA,738,-127.9641315
695,6.10E-05,28.944,-1.213,62.84,0.617651028,NA,2.291975659,33.896,64.053,12.005,NA,739,-125.2670661
696,3.99E-05,31.639,-5.115,67.005,0.450598111,NA,1.808596521,35.366,72.12,10.327,NA,740,-118.8092984
697,4.14E-05,31.263,-0.388,74.307,0.493591376,NA,1.912120398,43.044,74.695,10.383,NA,741,-139.3782221
698,4.48E-05,32.443,-0.469,Inf,0.42424215,NA,1.746790815,Inf,Inf,11.289,NA,742,-117.0106583
699,1.34E-05,29.5,-1.945,Inf,0.312828578,NA,1.52505498,Inf,Inf,13.521,NA,743,-241.9348074
700,5.16E-06,21.572,#NAME?,34.277,0.161217976,1.213870704,1.262819072,12.705,Inf,13.989,-1.052652728,744,-365.2373661
701,1.41E-05,34.5,-2.95,Inf,0.298586013,NA,1.491499522,Inf,Inf,8.913,NA,745,-388.4259784
702,7.46E-06,22.944,-13.892,Inf,0.356863833,0.318543823,1.649053037,Inf,Inf,18.012,0.038320009,746,-395.5743619
703,6.00E-06,17.51,3.382,Inf,NA,0.332357696,NA,Inf,Inf,11.413,NA,747,-177.9494279
704,7.15E-06,19.896,-20.569,70.43,NA,0.271574304,NA,50.534,90.999,16.906,NA,748,-164.0798597
705,7.42E-06,19.663,-8.162,Inf,NA,0.129960949,NA,Inf,Inf,21.52,NA,749,-166.1823148
706,5.74E-06,25.201,-6.176,Inf,0.227837165,NA,1.36358936,Inf,Inf,20.728,NA,750,-178.8956268
707,4.39E-06,22.896,-9.971,80.418,0.406221363,0.303591473,1.758888273,57.522,90.389,15.884,0.10262989,751,-173.8525679
708,6.53E-06,20.324,-8.886,Inf,0.238151463,0.195993861,1.392280748,Inf,Inf,20.808,0.042157602,752,-173.3403289
709,5.18E-06,26.127,-18.059,Inf,0.233910571,NA,1.375247103,Inf,Inf,19.158,NA,753,-166.9256567
710,1.71E-05,31.864,#NAME?,51.644,0.177283094,1.010556979,1.258947922,19.78,Inf,18.507,-0.833273886,754,-159.1449169
711,1.94E-05,35.841,#NAME?,55.386,0.195073106,1.105802734,1.281283025,19.545,Inf,17.217,-0.910729628,755,-160.0037297
712,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,756,NULL
713,2.40E-05,26.863,-7.349,Inf,0.43884138,NA,1.831659219,Inf,Inf,17.034,NA,757,-152.7138936
714,2.65E-05,33.228,-6.935,Inf,0.381851295,NA,1.670533347,Inf,Inf,12.944,NA,758,-170.689362
715,2.79E-05,23.03,-5.677,Inf,0.459780057,NA,1.89911558,Inf,Inf,19.074,NA,759,-144.2694036
716,1.73E-05,17.289,-46.802,48.541,0.220050864,0.422034834,1.378823262,31.252,95.343,17.674,-0.20198397,760,-167.2742341
717,1.76E-05,20.922,-6.24,Inf,0.297101329,0.197980461,1.511146164,Inf,Inf,20.452,0.099120869,761,-153.6966379
718,1.39E-05,24.878,-26.339,57.566,0.325513351,NA,1.577932606,32.688,83.905,13.74,NA,762,-133.1482727
719,1.93E-05,15.373,-20.054,Inf,0.293350236,0.295868605,1.533837092,Inf,Inf,18.538,-0.002518369,763,-204.5814249
720,1.64E-05,26.629,-3.54,82.433,0.509620807,NA,1.998584488,55.804,85.973,14.962,NA,764,-153.1435273
721,1.28E-05,23.264,-12.346,Inf,0.314118172,NA,1.551616914,Inf,Inf,16.198,NA,765,-126.7557309
722,1.15E-05,14.107,-12.495,33.267,0.744798702,0.930625591,3.026150697,19.16,45.762,8.568,-0.185826889,766,-185.355327
723,1.17E-05,23.257,-16.714,Inf,0.303693235,0.229881126,1.529264957,Inf,Inf,19.799,0.073812109,767,-150.8008179
724,1.70E-05,24.942,-24.389,Inf,0.233522559,0.086184357,1.387081846,Inf,Inf,27.789,0.147338202,768,-171.4201818
725,1.76E-05,21.88,#NAME?,52.219,0.176294254,NA,1.281464953,30.339,Inf,18.607,NA,769,-128.3362913
726,1.52E-05,18.264,-11.581,63.957,0.616827186,0.318399062,2.457979147,45.693,75.538,13.646,0.298428124,770,-168.2322895
727,1.59E-05,24.276,-4.635,Inf,0.476905175,0.127463879,1.94080694,Inf,Inf,18.957,0.349441296,771,-171.1537455
728,1.56E-05,28.967,#NAME?,72.111,0.131296419,0.192899931,1.194611255,43.144,Inf,25.153,-0.061603512,772,-165.1100872
729,1.47E-05,26.931,-39.215,Inf,0.1736507,NA,1.270927563,Inf,Inf,17.139,NA,773,-120.4634081
730,1.13E-05,15.892,#NAME?,31.608,0.209644431,1.505503691,1.352556221,15.716,Inf,12.948,-1.29585926,774,-158.7595183
731,1.86E-05,20.031,-26.262,Inf,0.155896619,NA,1.246114343,Inf,Inf,21.992,NA,775,-171.0423589
732,1.39E-05,22.693,#NAME?,Inf,0.141262154,NA,1.221546092,Inf,Inf,22.273,NA,776,-161.2364299
733,2.13E-05,18.841,-13.565,Inf,0.329280312,0.08796451,1.60763109,Inf,Inf,20.825,0.241315802,777,-154.5885581
734,2.28E-05,18.586,-8.719,89.882,0.574975223,0.29520903,2.287892664,71.296,98.601,15.613,0.279766192,778,-197.8568929
735,2.55E-05,29.32,-4.645,Inf,0.561740789,0.165263479,2.160415711,Inf,Inf,17.889,0.39647731,779,-190.7393401
736,1.69E-05,33.67,-9.064,Inf,0.369255149,NA,1.643116193,Inf,Inf,17.169,NA,780,-198.9919523
737,1.58E-05,30.634,-23.609,68.075,0.261743837,0.343813017,1.412762196,37.441,91.684,17.408,-0.082069181,781,-203.8076667
738,8.64E-06,28.716,-31.192,60.932,0.280694454,0.387091786,1.460487085,32.216,92.124,17.176,-0.106397332,782,-248.658945
739,1.95E-05,29.479,-13.225,76.244,0.372859085,0.264936213,1.649701187,46.765,89.469,16.863,0.107922873,783,-240.488675
740,1.17E-05,24.779,-16.581,80.922,0.220441783,0.296533666,1.349034346,56.143,97.503,17.924,-0.076091883,784,-210.046505
741,1.56E-05,27.198,-5.436,89.064,0.371998129,0.346131105,1.647650607,61.866,94.5,16.312,0.025867024,785,-308.8215175
742,9.75E-06,24.32,-20.053,75.831,0.222417093,0.325600549,1.355287066,51.511,95.884,17.973,-0.103183456,786,-277.269264
743,1.92E-05,26.893,-7.032,Inf,0.385732601,0.23136999,1.687569358,Inf,Inf,18.033,0.154362611,787,-253.3211685
744,1.25E-05,24.68,-18.641,Inf,0.234140526,0.135793704,1.380490856,Inf,Inf,24.043,0.098346822,788,-226.3555175
745,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,789,NULL
746,2.35E-05,23.732,-10.556,55.883,0.541639311,NA,2.14172564,32.151,66.439,12.574,NA,790,-178.9426992
747,2.10E-05,23.985,-15.074,51.442,0.500075191,NA,2.023717798,27.457,66.516,12.511,NA,791,-143.6068033
748,1.74E-05,21.196,-17.67,51.823,0.40922917,NA,1.78100295,30.627,69.493,13.155,NA,792,-145.2047618
749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,796,NULL
750,3.39E-05,35.052,-7.893,Inf,0.384425866,0.292163557,1.659369909,Inf,Inf,13.752,0.092262309,797,-291.7087568
751,2.23E-05,27.992,-5.721,Inf,0.400200065,0.16555931,1.721692678,Inf,Inf,17.374,0.234640755,798,-240.3853978
752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,799,NULL
753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NULL
754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,801,NULL
755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,802,NULL
756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,803,NULL
757,1.78E-05,26.586,-37.586,57.969,0.230724257,0.389609728,1.373795766,31.383,95.555,17.693,-0.158885471,804,-290.3767135
