,rmax,topt,ctmin,ctmax,e,eh,q10,thermal_safety_margin,thermal_tolerance,breadth,skewness,orginalID
640,6.06E-06,45,11.25,Inf,0.103801641,NA,1.131514545,Inf,Inf,20.616,NA,682
641,2.94E-05,41,9.161,Inf,0.198520965,NA,1.277463573,Inf,Inf,13.705,NA,683
642,1.96E-05,44,16.782,Inf,-0.175515527,NA,0.798830157,Inf,Inf,22.46,NA,684
643,2.88E-05,40,11.689,Inf,0.19929518,NA,1.279713131,Inf,Inf,13.781,NA,685
644,2.39E-05,44,17.366,Inf,-0.159191898,NA,0.817150718,Inf,Inf,21.257,NA,686
645,5.94E-05,40,2.58,Inf,0.262933309,NA,1.387336143,Inf,Inf,10.349,NA,687
646,4.06E-05,44.5,23.66,Inf,-0.060919868,NA,0.925343751,Inf,Inf,17.385,NA,688
647,1.97E-05,42,17.628,Inf,-0.298843626,NA,NA,Inf,Inf,20.869,NA,689
648,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,690
649,5.17E-05,35,-1.035,Inf,0.094439017,NA,1.127310926,Inf,Inf,23.819,NA,691
650,4.76E-05,35,-1.151,Inf,-0.033126938,NA,0.948313917,Inf,Inf,26.939,NA,692
651,5.51E-05,33.39,3.055,Inf,-0.023455711,NA,0.965197652,Inf,Inf,29.075,NA,693
652,5.23E-05,34.8335,2.77,Inf,-0.02020967,NA,0.9691356,Inf,Inf,28.938,NA,694
653,3.26E-06,35,4.916,Inf,0.132742661,NA,1.185149385,Inf,Inf,22.539,NA,695
654,0.069487303,52,18.892,Inf,-0.032058031,NA,0.954447514,Inf,Inf,24.035,NA,696
655,0.042644853,54,31.327,Inf,-0.288314105,NA,NA,Inf,Inf,18.725,NA,697
656,1.25E-05,34,2.954,Inf,-0.005666405,NA,0.988594127,Inf,Inf,26.542,NA,700
657,1.12E-05,33.2375,4.281,Inf,0.213154886,NA,1.334307286,Inf,Inf,26.896,NA,701
658,1.12E-05,34,0.654,Inf,0.165335584,NA,1.240898619,Inf,Inf,21.417,NA,702
659,2.43E-05,34,-4.775,Inf,0.135279266,NA,1.194433092,Inf,Inf,21.514,NA,703
660,2.03E-05,34,-1.619,Inf,0.200936887,NA,1.302458143,Inf,Inf,18.434,NA,704
661,2.12E-05,34,-0.676,Inf,0.269886077,NA,1.426869233,Inf,Inf,15.113,NA,705
662,4.16E-05,34,-1.361,Inf,0.244194692,NA,1.379173637,Inf,Inf,15.826,NA,706
663,3.28E-05,34,-0.72,Inf,0.337011178,NA,1.557911055,Inf,Inf,10.948,NA,707
664,3.31E-05,34,0.856,Inf,0.419934886,NA,1.737019009,Inf,Inf,6.152,NA,708
665,1.44E-05,33.996,3.628,Inf,0.016743849,NA,1.021045996,Inf,Inf,26.869,NA,709
666,1.16E-05,34,2.697,Inf,0.076288461,NA,1.10348619,Inf,Inf,26.417,NA,710
667,1.14E-05,34,-1.442,Inf,0.122214323,NA,1.171601783,Inf,Inf,21.918,NA,711
668,2.71E-05,34,-3.278,Inf,0.122074307,NA,1.174336239,Inf,Inf,23.209,NA,712
669,2.26E-05,34,-2.66,Inf,0.247834218,NA,1.386964989,Inf,Inf,14.648,NA,713
670,2.03E-05,34,-0.299,Inf,0.249283647,NA,1.389029431,Inf,Inf,16.548,NA,714
671,4.40E-05,34,-3.579,Inf,0.204638066,NA,1.310203334,Inf,Inf,18.027,NA,715
672,3.75E-05,34,-7.116,Inf,0.34147521,NA,1.568581541,Inf,Inf,7.77,NA,716
673,3.05E-05,34,-2.165,Inf,0.341308725,NA,1.567791658,Inf,Inf,10.107,NA,717
674,5.55E-06,34,3.678,Inf,-0.019890543,NA,0.970076562,Inf,Inf,26.893,NA,718
675,8.86E-06,34,3.275,Inf,0.018667929,NA,1.022178966,Inf,Inf,26.698,NA,719
676,5.63E-06,33.431,4.049,Inf,0.020055351,NA,1.023862352,Inf,Inf,27.072,NA,720
677,8.47E-06,33.9935,3.708,Inf,0.065780679,NA,1.089667751,Inf,Inf,26.908,NA,721
678,1.44E-05,34,-4.913,Inf,0.13766796,NA,1.198733204,Inf,Inf,22.002,NA,722
679,8.04E-06,33.8985,3.988,Inf,0.089866698,NA,1.12669488,Inf,Inf,27.042,NA,723
680,1.21E-05,34,0.5,Inf,0.115487413,NA,1.1649619,Inf,Inf,25.169,NA,724
681,2.39E-05,34,-5.231,Inf,0.208219676,NA,1.315920816,Inf,Inf,16.773,NA,725
682,1.08E-05,34,-0.866,Inf,0.072659138,NA,1.09773139,Inf,Inf,24.646,NA,726
683,5.12E-05,35,12.114,Inf,-0.004128128,NA,0.99076576,Inf,Inf,18.621,NA,727
684,5.81E-05,35,12.139,Inf,-0.027971339,NA,0.959432377,Inf,Inf,18.633,NA,728
685,4.00E-05,35,10.424,Inf,0.019966319,NA,1.022587373,Inf,Inf,17.794,NA,729
686,5.89E-05,35,5.468,Inf,0.110950432,NA,1.151237378,Inf,Inf,15.353,NA,730
687,5.03E-05,35,11.798,Inf,0.061645092,NA,1.078425842,Inf,Inf,18.467,NA,731
688,3.20E-05,35,6.907,Inf,0.226904621,NA,1.336614241,Inf,Inf,13.988,NA,732
689,3.09E-05,35,10.491,Inf,0.041504762,NA,1.050294852,Inf,Inf,17.827,NA,733
690,4.01E-05,35,6.029,Inf,0.208526499,NA,1.30591502,Inf,Inf,14.436,NA,734
691,4.58E-05,35,5.111,Inf,0.169887765,NA,1.244015568,Inf,Inf,15.186,NA,735
692,3.85E-05,35,5.624,Inf,0.15777108,NA,1.222044302,Inf,Inf,15.426,NA,736
693,4.25E-05,35,6.298,Inf,0.229442797,NA,1.341589974,Inf,Inf,13.89,NA,737
694,3.31E-05,35,7.676,Inf,0.07874957,NA,1.10491394,Inf,Inf,16.427,NA,738
695,5.51E-05,35,7.011,Inf,0.221976496,NA,1.32774275,Inf,Inf,14.424,NA,739
696,3.91E-05,35,4.478,Inf,0.298045481,NA,1.466475923,Inf,Inf,11.05,NA,740
697,4.05E-05,35,6.237,Inf,0.319217595,NA,1.506239062,Inf,Inf,10.898,NA,741
698,4.50E-05,35,4.543,Inf,0.292369485,NA,1.456149623,Inf,Inf,11.367,NA,742
699,1.35E-05,29.5,-1.724,Inf,0.312828578,NA,1.52505498,Inf,Inf,13.362,NA,743
700,4.11E-06,23.6575,4.021,Inf,0.152931442,NA,1.237658657,Inf,Inf,24.036,NA,744
701,1.41E-05,34.5,-2.95,Inf,0.298586013,NA,1.491499522,Inf,Inf,8.913,NA,745
702,6.33E-06,38.5,-3.615,Inf,0.06441248,NA,1.083160398,Inf,Inf,27.997,NA,746
703,4.60E-06,35,7.292,Inf,-0.031912773,NA,0.952458704,Inf,Inf,23.707,NA,747
704,6.14E-06,34.9995,7.854,Inf,0.005620468,NA,1.004408329,Inf,Inf,23.978,NA,748
705,6.89E-06,34.999,7.817,Inf,0.048354943,NA,1.064757161,Inf,Inf,23.96,NA,749
706,5.78E-06,35,0.965,Inf,0.103432353,NA,1.143588562,Inf,Inf,20.549,NA,750
707,3.79E-06,35,5.805,Inf,0.047981028,NA,1.060520728,Inf,Inf,22.981,NA,751
708,6.02E-06,34.9935,7.924,Inf,0.063117826,NA,1.085999749,Inf,Inf,24.012,NA,752
709,4.95E-06,35,2.039,Inf,0.101476552,NA,1.140211753,Inf,Inf,21.094,NA,753
710,1.18E-05,49.999,17.495,Inf,-0.153442908,NA,0.821220055,Inf,Inf,28.805,NA,754
711,1.46E-05,49.9965,17.557,Inf,-0.001346956,NA,0.994084476,Inf,Inf,28.835,NA,755
712,3.75E-05,35,-1.874,Inf,0.311665187,NA,1.507940065,Inf,Inf,12.649,NA,756
713,2.35E-05,35,-2.092,Inf,0.223329165,NA,1.34099508,Inf,Inf,18.325,NA,757
714,2.70E-05,35,-3.278,Inf,0.309769597,NA,1.504576598,Inf,Inf,12.52,NA,758
715,2.62E-05,34,-1.143,Inf,0.142034946,NA,1.203125885,Inf,Inf,20.718,NA,759
716,1.45E-05,30,-4.452,Inf,0.002527964,NA,0.998008365,Inf,Inf,27.852,NA,760
717,1.62E-05,35,6.304,Inf,0.031578831,NA,1.039138327,Inf,Inf,23.226,NA,761
718,1.33E-05,30,-4.785,Inf,0.161079863,NA,1.239473979,Inf,Inf,15.83,NA,762
719,1.56E-05,35,-4.486,Inf,0.000119176,NA,0.994194536,Inf,Inf,32.835,NA,763
720,1.48E-05,35,2.973,Inf,0.195041476,NA,1.286495222,Inf,Inf,17.849,NA,764
721,1.25E-05,30,-0.389,Inf,0.144619422,NA,1.212246725,Inf,Inf,17.885,NA,765
722,6.32E-06,29.9995,-1.554,Inf,0.023213854,NA,1.024185828,Inf,Inf,27.78,NA,766
723,1.07E-05,35,2.558,Inf,0.060290584,NA,1.079296214,Inf,Inf,23.613,NA,767
724,1.65E-05,40,2.376,Inf,0.03615711,NA,1.044592075,Inf,Inf,28.521,NA,768
725,1.68E-05,30,1.212,Inf,0.032422278,NA,1.04202046,Inf,Inf,18.689,NA,769
726,1.26E-05,30,-7.354,Inf,0.139957151,NA,1.206161523,Inf,Inf,21.664,NA,770
727,1.48E-05,35,2.775,Inf,0.118397418,NA,1.164823458,Inf,Inf,21.187,NA,771
728,1.48E-05,40,11.171,Inf,0.006299459,NA,1.005737435,Inf,Inf,24.648,NA,772
729,1.51E-05,30,-7.776,Inf,0.116137106,NA,1.168742618,Inf,Inf,14.72,NA,773
730,7.56E-06,29.9995,2.836,Inf,-0.116653097,NA,0.843936519,Inf,Inf,23.969,NA,774
731,1.86E-05,30,-2.617,Inf,0.061939795,NA,1.086170819,Inf,Inf,21.266,NA,775
732,1.41E-05,30,-4.13,Inf,0.067246032,NA,1.094797345,Inf,Inf,20.497,NA,776
733,2.08E-05,30,-3.02,Inf,0.079606699,NA,1.111900133,Inf,Inf,21.061,NA,777
734,1.71E-05,40,0.664,Inf,-0.021295987,NA,0.965327843,Inf,Inf,32.91,NA,778
735,2.34E-05,40,-0.565,Inf,0.204023591,NA,1.29865254,Inf,Inf,20.584,NA,779
736,1.68E-05,40,-3.252,Inf,0.235360956,NA,1.353825923,Inf,Inf,17.537,NA,780
737,1.41E-05,41.5,8.015,Inf,0.048878559,NA,1.060491528,Inf,Inf,23.09,NA,781
738,7.29E-06,41.5,9.21,Inf,-0.032681249,NA,0.954846155,Inf,Inf,25.188,NA,782
739,1.73E-05,41.5,8.229,Inf,0.025308515,NA,1.028617116,Inf,Inf,23.198,NA,783
740,1.00E-05,41.5,12.57,Inf,-0.100823807,NA,0.875592787,Inf,Inf,24.599,NA,784
741,1.29E-05,41.5,5.077,Inf,0.058508471,NA,1.072356122,Inf,Inf,26.12,NA,785
742,8.06E-06,40.839,9.959,Inf,-0.031331887,NA,0.955452356,Inf,Inf,28.529,NA,786
743,1.71E-05,40,4.745,Inf,0.070589269,NA,1.090501623,Inf,Inf,24.39,NA,787
744,1.16E-05,40,8.987,Inf,-0.002334015,NA,0.993926896,Inf,Inf,26.559,NA,788
745,2.38E-05,30,-1.63,Inf,0.326661313,NA,1.55081457,Inf,Inf,11.595,NA,789
746,2.16E-05,30,-2.125,Inf,0.240107932,NA,1.379027897,Inf,Inf,14.735,NA,790
747,1.92E-05,30,-5.151,Inf,0.218542529,NA,1.340091293,Inf,Inf,14.806,NA,791
748,1.49E-05,30,-4.829,Inf,0.115250447,NA,1.164365247,Inf,Inf,19.346,NA,792
749,3.13E-05,36.5,-2.012,Inf,0.29594096,NA,1.469960769,Inf,Inf,12.411,NA,796
750,3.41E-05,39.5,-0.84,Inf,0.280889607,NA,1.43356941,Inf,Inf,13.766,NA,797
751,2.16E-05,36.5,-0.312,Inf,0.21711846,NA,1.326768539,Inf,Inf,18.294,NA,798
752,2.36E-06,39,-7.892,Inf,0.455980413,NA,1.793033898,Inf,Inf,4.056,NA,799
753,4.66E-06,39,8.307,Inf,0.493844607,NA,1.87954746,Inf,Inf,3.878,NA,800
754,4.32E-06,39,-5.317,Inf,0.487156597,NA,1.861914097,Inf,Inf,3.8,NA,801
755,3.95E-06,39,-1.404,Inf,0.459516941,NA,1.798491516,Inf,Inf,4.942,NA,802
756,4.58E-06,39,-5.693,Inf,0.482390486,NA,1.852538731,Inf,Inf,3.837,NA,803
757,1.58E-05,39,-2.089,Inf,0.014902194,NA,1.015123427,Inf,Inf,24.481,NA,804
758,1.70E-05,39,5.112,Inf,-0.052443848,NA,0.928626476,Inf,Inf,28.131,NA,805
759,1.64E-05,39,5.91,Inf,-0.067926508,NA,0.91003948,Inf,Inf,28.521,NA,806
760,1.59E-05,38.8705,6.794,Inf,-0.059832873,NA,0.92013066,Inf,Inf,28.949,NA,807
761,1.38E-05,36.4035,7.184,Inf,-0.060123876,NA,0.919624835,Inf,Inf,29.136,NA,808
762,2.64E-05,39,-11.542,Inf,0.184760698,NA,1.269118023,Inf,Inf,15.749,NA,809
763,3.72E-05,39,-8.699,Inf,0.182104357,NA,1.263933751,Inf,Inf,16.664,NA,810
764,3.62E-05,39,-10.321,Inf,0.158458941,NA,1.225893277,Inf,Inf,18.378,NA,811
765,3.73E-05,39,-12.303,Inf,0.166267828,NA,1.239014003,Inf,Inf,17.044,NA,812
766,3.42E-05,39,-8.542,Inf,0.135255249,NA,1.189375815,Inf,Inf,20.422,NA,813
767,7.52E-05,40,4.565,Inf,-0.032704402,NA,0.951337722,Inf,Inf,30.022,NA,814
768,3.83E-05,39.0515,5.837,Inf,-0.142211831,NA,0.82115325,Inf,Inf,30.97,NA,815
769,0.000122754,40,2.027,Inf,0.001665707,NA,0.996435529,Inf,Inf,29.097,NA,816
770,0.00013628,40,4.477,Inf,-0.026702548,NA,0.961089036,Inf,Inf,30.31,NA,817
771,9.37E-05,40,1.587,Inf,-0.000835441,NA,0.993883656,Inf,Inf,33.363,NA,818
772,0.000101513,45,-0.521,Inf,0.064240452,NA,1.079756112,Inf,Inf,32.581,NA,819
773,8.74E-05,40,0.575,Inf,0.051068749,NA,1.064616019,Inf,Inf,31.541,NA,820
774,8.33E-05,45,-1.207,Inf,0.045029405,NA,1.054830807,Inf,Inf,35.231,NA,821
775,7.20E-05,40,-0.815,Inf,0.03044422,NA,1.035131678,Inf,Inf,32.175,NA,822
776,6.16E-05,40,-4.089,Inf,0.066539625,NA,1.088370121,Inf,Inf,30.506,NA,823
777,8.85E-05,40,-2.172,Inf,0.039301434,NA,1.046098555,Inf,Inf,29.626,NA,824
778,6.13E-05,45,-2.562,Inf,0.047926949,NA,1.057169881,Inf,Inf,32.925,NA,825
779,0.00016,35,-7.341,Inf,0.119204403,NA,1.169336845,Inf,Inf,23.014,NA,826
780,0.00014093,45,-2.629,Inf,0.070310982,NA,1.087675566,Inf,Inf,31.084,NA,827
781,0.000129545,40,-3.924,Inf,0.064352543,NA,1.08286338,Inf,Inf,29.055,NA,828
782,0.000121531,40,-3.728,Inf,0.098819711,NA,1.133888967,Inf,Inf,28.565,NA,829
783,0.000124145,35,-9.367,Inf,0.118911227,NA,1.168803386,Inf,Inf,22.766,NA,830
784,9.86E-05,40,-11.404,Inf,0.0397319,NA,1.049756107,Inf,Inf,26.72,NA,831
785,0.000152549,35,-4.491,Inf,0.157538283,NA,1.228940748,Inf,Inf,20.574,NA,832
786,8.99E-05,40,-3.111,Inf,0.10235303,NA,1.136559484,Inf,Inf,27.782,NA,833
787,5.78E-05,34.998,10.813,Inf,0.33150056,NA,1.550542614,Inf,Inf,21.394,NA,834
788,6.04E-05,35,7.548,Inf,-0.290703447,NA,0.671139414,Inf,Inf,23.83,NA,835
789,4.05E-05,35,10.237,Inf,0.14720091,NA,1.197621482,Inf,Inf,16.846,NA,836
790,4.06E-05,35,12.511,Inf,0.036444823,NA,1.034756498,Inf,Inf,19.571,NA,837
791,4.79E-05,35,8.594,Inf,0.84904538,NA,2.926613859,Inf,Inf,2.136,NA,838
792,5.12E-05,35,11.476,Inf,0.962810661,NA,3.392226407,Inf,Inf,1.885,NA,839
793,2.34E-05,35,-1.953,Inf,0.584006434,NA,2.134961291,Inf,Inf,3.096,NA,840
794,2.28E-05,35,-22.789,Inf,0.344746287,NA,1.581193791,Inf,Inf,5.208,NA,841
795,0.005598509,37.5,-4.313,Inf,0.002286701,NA,0.99783506,Inf,Inf,33.175,NA,842
796,0.016637026,37.5,-7.256,Inf,0.160293663,NA,1.234529856,Inf,Inf,24.054,NA,843
797,0.011702755,37.5,-4.137,Inf,0.15758937,NA,1.228293028,Inf,Inf,24.822,NA,844
798,0.01642945,36.5,-0.551,Inf,0.15044364,NA,1.217028679,Inf,Inf,26.924,NA,845
799,0.057522214,36.5,-1.905,Inf,0.271447137,NA,1.433002092,Inf,Inf,20.044,NA,846
800,0.007084335,37.5,3.303,Inf,0.333003239,NA,1.54480756,Inf,Inf,16.206,NA,847
801,0.001731296,37.5,4.421,Inf,0.418087147,NA,1.722893166,Inf,Inf,10.982,NA,848
802,0.001097553,37.5,6.729,Inf,0.468468093,NA,1.835367054,Inf,Inf,9.484,NA,849
803,0.01194503,36.5,-12.721,Inf,0.423083351,NA,1.748189751,Inf,Inf,4.298,NA,850
804,0.003239838,36.5,9.427,Inf,0.648904269,NA,2.320241939,Inf,Inf,4.154,NA,851
805,1.87E-05,35,12.899,Inf,-0.24570343,NA,0.72162799,Inf,Inf,19,NA,852
806,2.84E-05,35,12.234,Inf,-0.005845474,NA,0.990183554,Inf,Inf,18.679,NA,853
807,1.65E-05,35,12.456,Inf,-0.145466535,NA,0.823380463,Inf,Inf,18.786,NA,854
808,2.26E-05,35,12.637,Inf,-0.230509836,NA,0.735610873,Inf,Inf,18.873,NA,855
809,2.67E-05,35,12.401,Inf,-0.049120359,NA,0.934743571,Inf,Inf,18.76,NA,856
810,2.21E-05,35,11.546,Inf,-0.165670102,NA,0.801593052,Inf,Inf,18.344,NA,857
811,1.69E-05,35,12.849,Inf,-0.179332917,NA,0.788404169,Inf,Inf,18.976,NA,858
812,2.31E-05,35,12.88,Inf,-0.089936677,NA,0.887150583,Inf,Inf,18.991,NA,859
813,1.81E-05,35,12.909,Inf,-0.163807832,NA,0.804255174,Inf,Inf,19.005,NA,860
814,2.07E-05,35,12.789,Inf,-0.166705507,NA,0.800781015,Inf,Inf,18.947,NA,861
815,2.08E-05,35,12.838,Inf,-0.099347925,NA,0.875039675,Inf,Inf,18.971,NA,862
816,1.80E-05,31.888,13.95,Inf,-0.055860441,NA,0.92651609,Inf,Inf,19.503,NA,863
817,2.21E-05,35,9.188,Inf,0.022999026,NA,1.028540337,Inf,Inf,17.181,NA,864
818,1.88E-05,35,12.796,Inf,-0.141073004,NA,0.828254219,Inf,Inf,18.95,NA,865
819,2.09E-05,35,11.951,Inf,-0.033688254,NA,0.954985098,Inf,Inf,18.542,NA,866
820,2.19E-05,35,9.327,Inf,0.043989519,NA,1.056490994,Inf,Inf,17.25,NA,867
821,1.70E-05,35,12.867,Inf,-0.143310184,NA,0.825793692,Inf,Inf,18.984,NA,868
822,1.77E-05,35,11.491,Inf,-0.027325288,NA,0.961581363,Inf,Inf,18.317,NA,869
823,2.09E-05,35,9.281,Inf,0.03833803,NA,1.049077158,Inf,Inf,17.227,NA,870
824,1.45E-05,35,12.94,Inf,-0.064458891,NA,0.915096562,Inf,Inf,19.019,NA,871
825,1.53E-05,35,12.609,Inf,-0.000779319,NA,0.995025137,Inf,Inf,18.86,NA,872
826,2.15E-05,35,12.807,Inf,-0.009558796,NA,0.983421075,Inf,Inf,18.956,NA,873
827,1.60E-05,35,12.865,Inf,-0.019817996,NA,0.971329955,Inf,Inf,18.983,NA,874
828,2.00E-05,35,10.58,Inf,0.050779294,NA,1.064531003,Inf,Inf,17.871,NA,875
829,2.08E-05,35,0.377,Inf,0.515542996,NA,1.938968131,Inf,Inf,4.132,NA,876
830,1.27E-05,35,-2.912,Inf,0.419452896,NA,1.716191964,Inf,Inf,5.337,NA,877
831,1.52E-05,35,-13.474,Inf,0.426287499,NA,1.732098223,Inf,Inf,4.225,NA,878
832,2.59E-05,35,-2.153,Inf,0.499978537,NA,1.901413843,Inf,Inf,4.02,NA,879
833,1.62E-05,35,-7.81,Inf,0.443461163,NA,1.770078927,Inf,Inf,4.284,NA,880
834,2.04E-05,35,-1.703,Inf,0.454449109,NA,1.794251041,Inf,Inf,4.828,NA,881
835,1.71E-05,35,-1.068,Inf,0.392010689,NA,1.656443026,Inf,Inf,6.315,NA,882
836,1.17E-05,35,-11.748,Inf,0.324546383,NA,1.521107767,Inf,Inf,6.222,NA,883
837,1.64E-05,35,-17.622,Inf,0.386414722,NA,1.647564427,Inf,Inf,4.655,NA,884
838,1.89E-05,35,-3.104,Inf,0.378368377,NA,1.628317737,Inf,Inf,6.267,NA,885
839,1.16E-05,35,-10.745,Inf,0.350754361,NA,1.573102093,Inf,Inf,5.665,NA,886
840,1.99E-05,35,-17.893,Inf,0.384020377,NA,1.641868192,Inf,Inf,4.683,NA,887
841,1.87E-05,35,12.823,Inf,-0.246444781,NA,0.720909834,Inf,Inf,18.963,NA,888
842,2.84E-05,35,12.334,Inf,-0.006399813,NA,0.989474971,Inf,Inf,18.727,NA,889
843,1.64E-05,35,12.939,Inf,-0.146083797,NA,0.822750605,Inf,Inf,19.019,NA,890
844,2.26E-05,35,12.58,Inf,-0.230509836,NA,0.735610873,Inf,Inf,18.846,NA,891
845,2.67E-05,35,11.686,Inf,-0.047994698,NA,0.936100402,Inf,Inf,18.413,NA,892
846,2.20E-05,35,12.523,Inf,-0.166972147,NA,0.800240716,Inf,Inf,18.819,NA,893
847,1.70E-05,35,12.744,Inf,-0.179332917,NA,0.788404169,Inf,Inf,18.925,NA,894
848,2.31E-05,35,12.69,Inf,-0.089936677,NA,0.887150583,Inf,Inf,18.899,NA,895
849,1.81E-05,35,12.879,Inf,-0.163807832,NA,0.804255174,Inf,Inf,18.99,NA,896
850,2.07E-05,35,12.586,Inf,-0.166705507,NA,0.800781015,Inf,Inf,18.849,NA,897
851,2.12E-05,35,8.847,Inf,-0.098510512,NA,0.875999481,Inf,Inf,17.011,NA,898
852,1.58E-05,35,11.916,Inf,-0.147128952,NA,0.821767651,Inf,Inf,18.525,NA,899
853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,900
854,7.84E-06,35,-6.824,Inf,0.106682024,NA,1.150046229,Inf,Inf,16.873,NA,901
855,4.04E-06,35,-4.938,Inf,0.381615449,NA,1.643416975,Inf,Inf,6.435,NA,902
856,3.11E-06,35,-14.118,Inf,0.371787694,NA,1.624651288,Inf,Inf,5.099,NA,903
857,4.10E-05,28,25.283,Inf,0.619304513,NA,2.299444555,Inf,Inf,0.204,NA,904
858,1.69E-05,28,12.195,Inf,0.496750726,NA,1.953866809,Inf,Inf,8.736,NA,905
859,1.03E-05,28,-8.612,Inf,0.408440467,NA,1.736395049,Inf,Inf,8.137,NA,906
860,5.84E-06,30.179,-24.797,Inf,0.356512045,NA,1.618637557,Inf,Inf,5.367,NA,907
861,2.87E-06,25.042,-10.224,Inf,0.425201075,NA,1.795343627,Inf,Inf,5.121,NA,908
862,1.57E-06,38.0185,9.559,Inf,0.099524197,1.006862713,1.137197948,Inf,Inf,33.793,-0.907338516,910
863,1.55E-06,48.875,4.807,Inf,0.113461469,NA,1.145501428,Inf,Inf,26.38,NA,911
864,3.97E-06,45.998,8.508,Inf,0.014107678,NA,1.010194805,Inf,Inf,25.723,NA,912
865,3.60E-06,50.087,9.211,Inf,0.275489991,NA,1.39528915,Inf,Inf,19.082,NA,913
866,5.63E-06,36.342,1.174,Inf,-0.052330818,NA,0.927366075,Inf,Inf,30.014,NA,914
867,496.7558189,40,-1.245,Inf,0.439574344,NA,NA,Inf,Inf,5.302,NA,923
868,0.000483667,34.826,21.497,Inf,0.137801757,NA,1.213832222,Inf,Inf,1.825,NA,924
869,2.45E-06,29.0625,-2.262,Inf,-0.096214279,NA,0.865319661,Inf,Inf,29.329,NA,925
870,1.84E-06,30.202,#NAME?,Inf,-0.100798683,NA,0.860580979,Inf,Inf,30.254,NA,926
871,2.13E-06,30.011,-7.515,Inf,0.04939364,NA,1.06206582,Inf,Inf,24.173,NA,927
872,1.49E-06,30.1,-8.93,Inf,0.034256411,NA,1.039796825,Inf,Inf,24.251,NA,928
873,2.01E-06,30.106,-9.664,Inf,0.086922901,NA,1.120642167,Inf,Inf,24.026,NA,929
874,1.57E-05,30.126,1.171,Inf,0.202087973,NA,1.306867157,Inf,Inf,13.776,NA,930
875,1.51E-05,32.011,-1.415,Inf,0.128465669,NA,1.185444522,Inf,Inf,20.305,NA,931
876,1.28E-05,30.682,1.687,Inf,0.232459047,NA,1.360307564,Inf,Inf,13.238,NA,932
877,1.15E-05,32,-2.5,Inf,0.187071014,NA,1.281735665,Inf,Inf,17.264,NA,933
878,1.12E-06,35.176,#NAME?,Inf,0.247273252,NA,1.383197502,Inf,Inf,7.758,NA,934
879,2.52E-05,38.583,5.216,Inf,0.114587241,NA,1.1529048,Inf,Inf,19.064,NA,935
880,2.40E-05,26.738,-3.795,Inf,0.503468898,NA,1.973057785,Inf,Inf,4.723,NA,936
881,2.47E-06,33.611,11.534,Inf,0.769067063,NA,2.682145289,Inf,Inf,3.564,NA,937
882,3.26E-06,34.456,9.174,Inf,0.711512175,NA,2.480153254,Inf,Inf,3.581,NA,938
883,43.86204999,35.166,-13.205,Inf,0.428422081,NA,NA,Inf,Inf,4.281,NA,939
884,24.8302718,34.67,18.91,Inf,0.084490814,NA,NA,Inf,Inf,14.562,NA,940
885,40.02638187,35.134,16.738,Inf,0.312873776,NA,NA,Inf,Inf,9.683,NA,941
886,4.48E-06,37,-7.982,Inf,0.001892561,NA,0.99370483,Inf,Inf,25.246,NA,942
887,2.32E-06,37,-1.414,Inf,-0.070989162,NA,0.900669493,Inf,Inf,30.375,NA,945
888,5.84E-06,40,5.973,Inf,0.035588282,NA,1.034810903,Inf,Inf,28.949,NA,946
889,6.21E-06,39.999,7.797,Inf,0.244980284,NA,1.377802469,Inf,Inf,28.603,NA,947
890,6.24E-05,40.34,-1.473,Inf,0.333674296,NA,1.539083494,Inf,Inf,11.763,NA,948
891,4.27E-05,40.177,0.16,Inf,0.31642348,NA,1.504686122,Inf,Inf,13.608,NA,949
892,5.84E-05,39.723,0.372,Inf,0.067596041,NA,1.081646416,Inf,Inf,28.457,NA,950
893,5.08E-05,40.037,0.369,Inf,-0.039815988,NA,0.9346706,Inf,Inf,33.976,NA,951
894,0.000112497,39.945,0.737,Inf,0.146478854,NA,1.203821336,Inf,Inf,26.121,NA,952
895,8.57E-05,40.041,-5.437,Inf,0.06682588,NA,1.082374539,Inf,Inf,30.472,NA,953
896,5.13E-06,20,0.419,Inf,NA,NA,NA,Inf,Inf,5.973,NA,954
897,1.13E-05,20,8.709,Inf,NA,NA,NA,Inf,Inf,8.08,NA,955
898,6.80E-06,20,8.364,Inf,NA,NA,NA,Inf,Inf,8.648,NA,956
899,5.40E-06,20,-1.095,Inf,NA,NA,NA,Inf,Inf,5.631,NA,957
900,1.16E-05,20,2.415,Inf,NA,NA,NA,Inf,Inf,5.825,NA,958
901,8.60E-06,20,8.311,Inf,NA,NA,NA,Inf,Inf,8.268,NA,959
902,1.33E-05,20,4.631,Inf,NA,NA,NA,Inf,Inf,6.655,NA,960
903,3.09E-06,15,#NAME?,Inf,NA,NA,NA,Inf,Inf,10,NA,961
904,1.07E-05,20,0.496,Inf,NA,NA,NA,Inf,Inf,5.879,NA,962
905,1.20E-05,20,8.63,Inf,NA,NA,NA,Inf,Inf,8.151,NA,963
906,8.85E-06,15,#NAME?,Inf,NA,NA,NA,Inf,Inf,10,NA,964
907,1.13E-05,20,6.101,Inf,NA,NA,NA,Inf,Inf,8.083,NA,965
908,4.27E-05,20,7.663,Inf,NA,NA,NA,Inf,Inf,8.818,NA,966
